INPUT:text_id	INPUT:text
68	Adult males measure 26–31 mm (1.0–1.2 in) and adult females 35–44 mm (1.4–1.7 in) in snout–vent length. The snout is rounded in dorsal profile and truncated to slightly protruding when viewed laterally. The tympanum is indistinct and partly covered by the supra-tympanic fold. The fingers have absent to extensive webbing (from inner to outer fingers). The toes are extensively webbed. The dorsal surfaces of head, body, and limbs are olive green to grayish brown and bear large cream spots. The ventral parietal peritoneum is white. Adult males have a large humeral spine. The pre-pollical spine is not separated from the first finger. The iris is grayish brown and has dark reticulation.
69	Referencing Christian von Ehrenfels' distinction between cultural and natural sexual morality, Freud explains the etiological significance of cultural sexual morality as a reason for neurosis. At the beginning, Freud states that cultural sexual mores impose constraints on the individual, which can cause damage to the person, which in turn threatens the culture as a whole.  While von Ehrenfels argues primarily on the basis of Social Darwinism, saying social sexual morality may prevent male sexual selection in reproduction, Freud focuses on the consequences of socially-imposed repression of the sexual instinct as a cause of neurosis.
70	Culture is based on renunciation of drives. There is therefore a tension between a person's body, which seeks fulfilment of drives, and the demands of culture to renounce desire.  Those who cannot conform to these requirements imposed by society are either viewed as criminals and perverts - if they cannot fulfil society's demand for renunciation - or escape into neurosis when the drives are suppressed to such an extent that neurotic substitute pleasures are developed in their stead. Neurosis is thus the negative counterpart of perversion, "because they [neurotics] have the same appetites as the positive perverts in a 'repressed' state."
71	Freud said that the "perverse" part of the libido is caused by a disturbance in development. The libido was originally meant for deriving pleasure, not only at the genitals but also at other erogenous zones; but education has the purpose of limiting autoeroticism and directing love towards objects other than oneself, finally achieving the "primacy of genitals put into the service of procreation". Thus Freud was one of the first people who said that sexuality by itself does not generate any internal conflict, and explained that the conflict arises only through interaction with the outside world, with its social norms and its expectation of repression of instincts, which leads to disease (repression thesis). The suppressed perverse drives are ideally channeled through sublimation and harnessed for cultural work. The sex drive in humans is aperiodic and is divorced from reproduction. Therefore, it can be metonymically shifted and applied to other areas. Thus, culture benefits to a great extent - and is even dependent - on sexual energy that is redirected through sublimation. Therefore, Freud concluded that a complete renunciation of the sex drive is detrimental to culture. Abstinence only produces "brave weaklings", but not great thinkers with bold ideas. Freud thus describes the dilemma of culture, which simultaneously calls for renunciation while still needing the sexual instinct to preserve itself. The repression model that imposes cultural sexual morality should therefore be abandoned in favor of a sublimation, displacement, and distribution model of sexual energies.
72	"Colostethus" ruthveni is a species of frog in the family Dendrobatidae. It is endemic to the Magdalena Department in northern Colombia. The specific name ruthveni honors Alexander Grant Ruthven, an American herpetologist. It is known from the lower slopes of the north-western portion of the Sierra Nevada de Santa Marta. Its natural habitats are tropical dry forests and cloud forests where it occurs near streams, and is threatened by habitat loss. Males of this species on average have a snout-vent length of 18.9–20.1 millimetres (0.74–0.79 in) whereas females average about 19.8–24.1 millimetres (0.78–0.95 in).
73	John Mathis was born on September 28, 1930, in Maud, Texas. He played on Louisiana Hayride from 1951 to 1960, as a solo artist and as a member of the musical duo Jimmy & Johnny (with Jimmy Lee Fautheree). Mathis left the group to go solo in the middle of the 1950s, leaving Fautheree's brother, Lynn, to fill his shoes. Jimmy and Lynn, however, saved the name Jimmy & Johnny, which proved ideal for Mathis who returned to the group from 1959 to 1961. As a solo artist, he released several singles for D Records, Decca, United Artists, and Little Darlin'. His final charting single was "Please Talk to My Heart", released in 1963. He also encountered significant success as a songwriter, penning songs for Johnny Paycheck, George Jones, and Webb Pierce among others. For few decades, until the late 1990s, he sang gospel music and focused on his family.
74	"Crocodylus" affinis is an extinct species of crocodyloid from the Eocene of Wyoming. Fossils were first described from the Bridger Formation by American paleontologist Othniel Charles Marsh in 1871. Marsh described the species, along with every other species of crocodyloid in the Bridger Formation, under the genus Crocodylus. The known specimen of "Crocodylus" affinis is a skull found at Grizzly Buttes, Wyoming, measuring 13 inches in length on the upper surface. Recent phylogenetic studies of crocodyloids show that "C." affinis is not a species of Crocodylus, but a genus has not yet been erected to include the species. Other Bridger species such as Crocodylus clavis and Brachyuranochampsa zangerli have been synonymized with "C." affinis.
75	"C." megarhinus shares many features with living crocodiles like the Nile crocodile (C. niloticus), including a robust triangular skull that is shorter than most other crocodiles. Similarities are also seen in the teeth of the two species. Like living crocodiles, "C." megarhinus has several constricted areas along the upper jaw that provide spaces for the teeth of the lower jaw when the mouth is closed. The proportions of "C." megarhinus and C. niloticus are so similar that American paleontologist Charles C. Mook considered it "very probable that C. megarhinus is a direct ancestor of C. niloticus."
76	Kinsey Millhone receives a contract from ex-con Alvin Limardo to deliver a cashier's check for twenty-five thousand dollars to a fifteen-year-old boy named Tony Gahan. According to Limardo, Tony helped him through a tough time in his life, leaving Limardo indebted. However, when the retainer check Limardo made out to Kinsey for four hundred dollars bounces, she learns that Alvin Limardo is actually John Daggett, a man known by all and liked by few, and recently released from a local prison. He is also a bigamist. His first wife Essie's fanatical religious views have kept her married to Daggett, while Daggett, in disregard of his marital status, underwent a second marriage to Lovella on his release from prison, whom he has subjected to domestic abuse.
77	In her search to find Daggett and get her money back, Kinsey discovers that he was found dead on the beach only a few days after hiring her. Through Daggett's daughter Barbara, Kinsey learns that Tony Gahan was the sole survivor of a family killed in a car accident caused by Daggett, for which he received a conviction on charges of vehicular manslaughter. Tony's been a wreck since the death of his family, rarely sleeping and doing poorly in school. He now lives with his uncle and aunt, Ramona and Ferrin Westfall. Also killed in the accident was a friend of Tony's young sister, and a boy called Doug Polokowski, who had hitched a ride in the car. Kinsey tracks down an ex-con friend of Daggett's, Billy Polo, now living in a trailer park with his sister, Coral. Billy introduced Lovella to Daggett. Kinsey finds out that Doug Polokowski was Billy and Coral's brother. There's no shortage of people with a motive for Daggett's death, but the police are classifying it as an accident.
78	Kinsey discovers that shortly before his death, Daggett was staggering about drunk at the marina in the company of a blonde woman in a green outfit. Kinsey sets out to discover which of the numerous blonde women in the case might be the killer. She also suspects that Billy Polo is not giving her the full truth about his involvement with Daggett, a suspicion confirmed when Coral finally levels with Kinsey and reveals him to be blackmailing someone he suspects of Daggett's killing. The blackmailer murders Polo at the beach, using Kinsey's own gun, stolen from her car a few days earlier. Coral also admits to scheming with Billy and Lovella to rob Daggett of money he had come by illicitly in prison, not knowing that Daggett had given the money to Kinsey to pass on to Tony.
79	The police investigating Billy's murder discover a home-made silencer used in the killing. Kinsey immediately recognizes the toweling used for padding as coming from the Westfall household, and Ramona jumps to the top of her suspect list. This means confronting Tony, who has given Ramona an alibi for the time of Daggett's death. In pursuing Tony, Kinsey realises Tony himself, dressed as a woman in his aunt's wig, was actually the killer. He was also the one who stole her gun and killed Billy Polo, who had recognized Tony at Daggett's funeral. Killing the man who killed his family has done nothing to ease Tony's torment, however; and he commits suicide by throwing himself off a building in front of Kinsey, despite her best effort to talk him down.
80	The chair's first owner was Gray's patron, Suzanne Talbot. It was acquired by Parisian art dealer Cheska Vallois in 1971 for $2,700 and then sold by Vallois to the French fashion designer Yves Saint Laurent in 1973. The chair was put up for sale as part of the Yves Saint Laurent and Pierre Bergé collection in February 2009 at Christie's auction house in Paris. It sold for €21,905,000 against a pre-sale estimate of €2-3 million, establishing a new record for a piece of 20th century decorative art. The price beat the previous record by $22 million. The 2009 buyer of the chair was once again Cheska Vallois who later said that the cost of acquiring it was "the price of desire". The chair was bought by Vallois for an unknown third party erroneously reported to be Henry and Marie-Josée Kravis in March 2009.
81	Richard Swann Lull erected the species Dryosaurus grandis for foot elements from the Arundel Formation, including a phalanx and astragalus that had been previously assigned to "Allosaurus" medius Marsh, 1888. Gilmore (1920) placed Dryosaurus grandis in the genus Ornithomimus, which rendered Lull's name secondarily preoccupied by Ornithomimus grandis Marsh, 1890 and necessitated the replacement name Ornithomimus affinis. However, the holotype specimen of Ornithomimus grandis comes from the Eagle Sandstone of Montana and is presumed lost, rendering Gilmore's action unnecessary. Matthew and Brown (1922) assigned the species to Coelosaurus, as C. affinis.
82	Just after Christmas, Kinsey Millhone discovers that five thousand dollars has mysteriously been credited to her bank account. She flashes back a few days to when she was asked to investigate a fire claim at a factory in Colgate as part of her informal office space rental arrangement with California Fidelity Insurance. The business in question, Wood/Warren, is owned and operated by the Wood family, whom Kinsey has known on a personal level since high school. Company founder Linden Wood is dead. His son Lance now runs the company, and his four other children—Ebony, Olive, Ash and Bass—all have a stake. Ash is Kinsey's former schoolmate; and Bass was an acquaintance of her second ex-husband, Daniel Wade. Olive is married to Terry Kohler, Lance's second-in-command at the company. After a solitary Christmas, with Henry away visiting relatives and Rosie's Tavern shut down until the new year, Kinsey writes off the fire as an industrial accident. Upon submitting her report to her boss, she finds that significant papers have been removed from the file and others substituted, giving an appearance that Lance Wood has bribed Kinsey not to label the fire as arson. In the middle of protesting her innocence, the five thousand dollar credit takes on a sinister significance.
83	Temporarily suspended from California Fidelity, Kinsey takes up her own investigation to prove her innocence, aided (unwillingly at first) by CFI administrator Darcy. Darcy is united with Kinsey in her dislike of claims manager Andy Motycka, who is Kinsey's chief suspect in the set-up. She is at a loss and cannot imagine for whom he could be working. Kinsey reconnects with the Wood family and learns some of their dark family secrets: that Ebony, the oldest sister, wants control of the business and that Lance was practically a criminal in high school. She also learns that a former Wood/Warren employee, Hugh Case, committed suicide two years before, although the suspicious disappearance of all the lab work on Hugh's body seems to support his widow Lyda's claim that it was murder rather than suicide. Kinsey remains unconvinced by Lyda's conviction that Lance was Hugh's killer but can't seem to find any other leads. Her spirits are at a low ebb, and it's the worst possible moment for Daniel to show up (eight years after leaving without a word). Kinsey finds it hard to cope with but eventually agrees to store a guitar for him while he sorts himself out.
84	On her way to a new year party at Olive and Terry's home, Kinsey is almost killed when a bomb, disguised as a gift left on the doorstep, explodes. Olive is killed, and Terry is badly injured. Kinsey does her best to resist Daniel's attempts to nurse her, and her distrust is proven right when she finds out the guitar she has been storing for Daniel is bugged and that he has been reporting on her investigation to Ebony and Bass Wood. She discovers Daniel and Bass are lovers—Bass is the person for whom Daniel left her. Shortly afterwards, Kinsey finds Lyda Case's dead body in a car outside her apartment. Forcing answers from the Wood family, Kinsey learns an even darker family secret: that Lance had an incestuous affair with Olive when they were teenagers, leaving Olive emotionally and sexually scarred for the rest of her life. Kinsey's suspicions immediately jump to Terry Kohler; and when the police identify fingerprints on the car Lyda was found in as belonging to an escaped convicted bomber called Chris Emms, she realizes Terry and Emms are the same person.
85	Unfortunately, Emms has anticipated her solving the case and is waiting at her apartment with another bomb.  Before it explodes, he explains he killed Hugh Case because Hugh had realized his true identity; and he killed Lyda because she had belatedly found Hugh's records of that. He engineered the fire at Wood/Warren and set up Kinsey (with the aid of Andy Motycka) to get revenge on Lance after Bass spilled the family incest secret to him. Kinsey manages to shoot Emms and disables him sufficiently to get out of the bathroom window just as the bomb explodes, killing Emms and destroying her garage apartment.  After Daniel leaves with Bass, the only loose end is the five thousand dollars Emms put in her account; and on the advice of Lieutenant Dolan, Kinsey keeps it.
86	Henry Pitts is having Kinsey's garage apartment rebuilt after it was destroyed in the events of the previous novel. Royce Fowler wants the detective to exonerate his son of the murder of Jean Timberlake, seventeen years before, in Floral Beach, California. Bailey Fowler pleaded guilty to killing Jean, his sometime girlfriend, and escaped from prison soon afterwards. He has apparently been living the life of a model citizen under an assumed name. He is recaptured and is claiming his innocence. Kinsey heads to Floral Beach, a tiny local community, to pursue the cold trail; and she stays with the Fowler family at their motel. Royce is dying of cancer; his wife Oribelle is sick with diabetes; and their daughter Ann, Bailey's senior by five years, has taken leave of absence from her job as a counselor at the local high school to provide care for her parents.
87	Bailey's lawyer, Jack Clemson, fills her in on the details of the case: Jean, 17 when she died, was a problem child who was doing badly in school and engaged in numerous sexual encounters with the local boys at school—and some of the local men, as well. She was pregnant at the time of her death. Everyone knows everyone in Floral Beach, and Kinsey acquaints herself with a number of the locals in pursuit of the truth: Pearl, the local bar-owner, whose son's evidence put Bailey on the spot at the time of Jean's death; Tap Granger, who was Bailey's accomplice in several robberies before the murder; the local pastor, Reverend Haws, and his wife; and Dr. Dunne, whose wife Elva has a violent objection to being questioned. The high school principal at the time of the murder, Dwight Shales, offers some help. Attention is turned to Jean's single mother, Shana, whose friendship with Dwight is causing raised eyebrows around Floral Beach. She is struggling with longstanding alcohol problems, is less co-operative, and refuses to identify Jean's father. Nobody seems convinced that the killer could be anyone but Bailey.
88	She searches Ann's room and finds evidence that Ann supplied Tap with the hold-up gun and made the anonymous phone calls. Unfortunately, she also finds Ann waiting for her, armed with a shotgun. Jean had confided in her, as school counselor, that Dwight was the father of her child. Motivated by jealousy, Ann killed her; and being equally jealous of her brother's position as favored child of their parents, Ann was happy to see him take the rap. Her plan is to use the money she will eventually inherit from her parents to tempt Dwight into marriage. She killed her mother to hasten the plan along. She also killed Shana, Jean's mother, because she was jealous of her friendship with Dwight. Before Ann can kill Kinsey, she is interrupted by Royce, who wrestles the gun away from Ann, shooting her in the foot accidentally in the process.
89	The film includes many Italian celebrities; apart the already said Arbore, De Crescenzo and Benigni, there are also appearances by Pippo Baudo, Isabella Biagini, Gianni Boncompagni, Dino Cassio, Alfredo Cerruti, Maurizio Costanzo, Riccardo Pazzaglia, Lory del Santo, Gerardo Gargiulo, Isaac George, Cesare Gigli, Renato Guttuso, Andy Luotto, Nando Martellini, Andrea Giordana, Sandra Milo, Severino Gazzelloni, Gianni Minà, Domenico Modugno, Gaetano Cristiano Rossi, Gianni Morandi, Nando Murolo, Stella Pende, Gigi Proietti, Teodoro Ricci, Bobby Solo, Massimo Troisi, Vasco Rossi, Luciana Turina, Claudio Villa, Isabel Russinova, Martufello, Mario Marenco, Sergio Japino and Gepy & Gepy
90	In 2011, a colonel of the Colombian army received a sentence of 21 years in prison for his admitted involvement in the killing of two peasants who were then presented as guerrilleros. He also admitted that his unit had carried out 57 similar murders. He claimed that he learned of previous "false positive" killings when he first arrived at his unit, and was warned by Defence Minister Santos to obtain measurable results or lose his position. He later testified at other "false positive" trials. In 2013 a Colombian radio station played a tape on which the colonel is overheard extorting other army members with offers not to testify against them.
91	The text of a 2013 law which regulated and implemented the previous 2012 reform includes extrajudicial executions among a list of crimes which will continue to remain under civilian court jurisdiction and will not be submitted to military courts. Critics have expressed concern that the defense lawyers of military personnel accused in false positive cases may argue that their crimes are not extrajudicial executions (which were previously not defined as a crime in the Colombian penal code) but homicides, as a way to avoid the jurisdiction of civilian courts and request a transfer to military courts. Legislators who supported the bill have argued that another paragraph in the law expressly states that cases of false positives currently in civilian justice cannot be transferred to the military justice system.According to the report of the working group on the arbitrary detention of the United Nations, arbitrary deprivation of liberty has been used in other countries as one of the most common practices to imprison political opponents, religious dissidents or to restrict the freedom of expression, it has been found that these imprisonments are also based on the fight against terrorism.
92	In January 2009, the band released their third studio album Shin-shiro. To promote this, the band performed a national tour of Japan in February and March 2009, entitled Sakanaquarium 2009: Shinshiro. The 13 date tour began in Kyoto on February 14, and ended with two performances in Sapporo on March 20 and 21. Live audio from the tour final on March 21, 2009 at Penny Lane 24 in Sapporo was compiled into a thirty-minute single track to create the "Fish Alive" 30min., 1 Sequence by 6 Songs Sakanaquarium 2009 @ Sapporo release. The songs featured were "Ame(B)", "Light Dance", "Inner World", "Sample", "Minnanouta" and "Night Fishing Is Good". "Ame(B)", "Light Dance" and "Minnanouta" were all taken from Shin-shiro, however "Inner World" was originally from the band's debut album Go to the Future (2007), and "Sample" and "Night Fishing Is Good" from their second album Night Fishing (2008).
93	The phrase "Five stars rising in the east benefit China" (五星出東方利中國) resembles a similar phrase found in the Records of the Grand Historian's scroll 27 (五星分天之中，積於東方，中國利).  In the ancient times the five stars were represented as Chenxing (辰星), Taibai (太白), Yinghuo (熒惑), Suixing (歲星) and Zhenxing (鎭星).  In modern times these are Mercury, Venus, Mars, Jupiter, Saturn, respectively.  These are also represented by "Five Elements" with water, metal, earth, fire, wood.  Researchers from the Japanese observatory said the next alignment of the five stars to the east will not be until March 21, 2022.
94	The 3rd class medal is silver color, the second class is gold color, the 1st class is gold color, the crescent and the eight-pointed star are white color, the rifles are silver color and the anchor is black color. Rare side of the medal is flat with “For 20 years faultless service” words on the 1st class medal, “For 15 years of faultless service” on the 2nd class medal, with “For 10 years of faultless service” on the 3rd class medal in the center and with a crescent and an eight-pointed star on a national ornament. “Azerbaijani Republic” words at the top and “Armed Forces” words at the bottom are carved along the circle.
95	The medal is pinned to the chest with a satin ribbon of 27x43 mm size and a ring and loop. There are vertical olive and white color stripes of 1 mm width and blue and white color vertical stripes of 3 mm located in a sequence from the corners to the center of the satin ribbon. There is one vertical 1 mm gold color stripe on the 1st class medal, 2-3 such stripes on the 2nd and 3rd class medals. A 27x9 mm mould covered with the same satin is attached to the medal for pinning to the chest.
96	Thomas began performing at Detroit's Four Horsemen Club in 1940. She was discovered by Earl Carroll, who gave her the stage name "Frantic Fay." Thomas was featured with Earl Carroll's Vanities in the spring of 1944 and played eight months at Harry's Show Bar in Detroit. She was managed by Delbridge & Gorrell. Thomas played piano by ear. Billboard magazine described her style as "individual, with a jive touch," adding that "she is at her very best in an interpretation of the deep blues." Through the 1940s, she had appearances at hotels and bars around the country.
97	In 1949, Thomas recorded four songs for Leon René's Exclusive Records in Los Angeles: "I'm In Town," "Waga-Waga," "I Don't Want Your Money, Honey," and "Lover Man." Her first single "Waga-Waga" / "I Don't Want Your Money, Honey," was released in June 1949. Reviewing the single, Billboard wrote: "New thrush-88er packs a dynamite live style with something of Rose Murphy and Nellie Lutcher and plenty of her own. Her piano work is of pro caliber, too. The record "I Don't Want Your Money, Honey" was Cash Box magazine's Race Disk O' The Week. They noted that track was a "surefire clickeroo if ever there was one. Jut listen to this gal skim thru the 88's and gurgle, chuckle, giggle and sing, and make more sounds than you've heard in a month of Sundays." The single did well in local markets, but it did not chart nationally. Her second single, "I'm In Town" / "Lover Man," was released in September 1949. Later that year, Thomas had another session with Exclusive and recorded four more songs. The single "Thinking Of You" / "I Lost My Sugar In Salt Lake City" was released in December. That month, Exclusive declared bankruptcy and ceased operations in January 1950. Thomas never released another record.
98	In the 1950s, Thomas performed gigs around California. She married Lonnie I. Riggs in 1954. By the 1960s, Thomas had relocated back to Detroit; she performed around the Midwest. She died in Detroit on July 5, 1978. Years after her death, Thomas' songs were featured in the soundtracks of a few movies. "I'm In Town" was used in the films Men Of Honor (2000), Lonely Hearts (2006), and Trumbo (2015). One of her unreleased Exclusive tracks, "I Only Want You" was used in the films Lovelife (1997) and Second Skin (2000).
99	The nickname Freeway came from Ross owning properties along Los Angeles' Interstate 110, also known as the Harbor Freeway According to an October 2013 Esquire magazine article, "Between 1982 and 1989, federal prosecutors estimated, Ross bought and resold several metric tons of cocaine," with Ross' gross revenue claimed to be more than $900 million (equivalent to $2.7 billion in 2019) and profits of almost $300 million ($900 million in 2019). During the height of his drug dealing, Ross was said to have sold "$3 million in one day." According to the East Bay Times, "In the course of his rise, prosecutors estimate that Ross exported several tons of cocaine to New York, Ohio, Pennsylvania and elsewhere, and made more than $500 million between 1983 and 1984."
100	In 1996, Ross was sentenced to life imprisonment under the three-strikes law after being convicted for purchasing more than 100 kilograms of cocaine from a federal agent in a sting operation. Later that year, a series of articles by journalist Gary Webb in the San Jose Mercury News revealed a connection between one of Ross's cocaine sources, Danilo Blandón, and the CIA as part of the Iran–Contra affair. Having learned to read at the age of 28, during his first stint in prison, Ross spent much of his time behind bars studying the law. He eventually discovered a legal loophole that would lead to his release. Ross's case was brought to a federal court of appeals which found that the three-strikes law had been erroneously applied and reduced his sentence to 20 years. He was released from Federal Correctional Institution, Texarkana on September 29, 2009.
101	The teacher referred Ross to his supplier, Ivan Arguellas, who offered to keep Ross supplied. Arguellas was able to provide larger quantities at a better price, and Ross quickly went from dealing in grams of cocaine to dealing in ounces. About eight months after becoming Ross's supplier, Arguellas was shot in the spine, resulting in months of hospitalization that forced him out of the cocaine business. His brother-in-law Henry Corrales took over the business, but was not enthusiastic about the trade and had failed to make any connections of his own to suppliers.
102	With thousands of employees, Ross has said he operated drug sales not only in Los Angeles but in places across the country including St. Louis, New Orleans, Texas, Kansas City, Oklahoma, Indiana, Cincinnati, North Carolina, South Carolina, Baltimore, Cleveland, and Seattle. He has said that his most lucrative sales came from the Ohio area. He made similar claims in a 1996 PBS interview. According to the East Bay Times, "In the course of his rise, prosecutors estimate that Ross exported several tons of cocaine to New York, Ohio, Pennsylvania and elsewhere, and made more than $600 million in the process." Adjusting for inflation using the Consumer Price Index, this becomes more than a billion dollars in 2013.
103	After her first night in her new place, Kinsey heads out early the next day in search of Mrs Gersh's mother, Agnes Grey, who lives in a trailer in the desert. Agnes isn't home, and the trailer seems to be occupied by two teenage runaways; but Kinsey eventually tracks Agnes down at a local convalescent hospital, where she has been since being taken suddenly ill on a trip to a local town sometime before. Agnes, 83 years old, has not been a model patient; and the hospital staff are delighted to hear that she has relatives who can take responsibility for her. Irene makes plans to transfer Agnes to a facility in Santa Teresa. But Agnes seems terrified of going there and tells Kinsey a confused story about a number of people from the past, including Lottie and Emily, who died.
104	Kinsey makes plans to come home, but before she can do so, a man in a pick-up truck deliberately runs her off the road, seriously injuring Kinsey and totaling her treasured VW automobile.  Kinsey recognizes the driver as a man traveling with his young son she has seen a couple of times on the journey to the Slabs, and realizes she needs to take the death threat against her seriously. She hires Robert Dietz, the PI who helped her briefly on an earlier case, as a bodyguard. His vigilance initially frustrates Kinsey, who is used to making her own decisions; but they soon begin an affair. Dietz discovers the hitman is Mark Messinger, who absconded with his son, Eric, eight months previously. He arranges a meeting with the child's mother, Rochelle, who is desperate to get her son back, and offers to help her.
105	Meanwhile, Agnes goes missing only a few hours after getting to Santa Teresa. She is soon found, yet she dies of fright within a day. Kinsey and Robert Dietz suspect she was kept prisoner somewhere before her death. Irene suffers a serious panic reaction when she sees a tea set Kinsey found among her mother's possessions, and Kinsey suspects this has triggered a buried childhood memory. Further anomalies occur when Irene tries to fill in the paperwork relating to the death: Kinsey realizes that Irene's birth certificate is faked and that Agnes Grey is a pseudonym.  It's Kinsey's CFI colleague Darcy who points out Agnes Grey is the name of a novel by Anne Brontë, which seems to link to the names Emily and Lottie (Charlotte) Agnes had mentioned. Kinsey tracks down a family called Bronfen, who match the circumstances Agnes described, and surmises that the surviving brother of the family, Patrick, murdered Lottie and Emily. She is convinced that when Patrick killed Irene's mother, Sheila, Agnes Grey was Anne Bronfen, a third sister, who took off with Irene to protect her, changing their identities and posing as the young Irene's mother. The three daughters were presumably named for the Brontë sisters, which explains the alias Anne chose to use. Patrick faked Anne's death in order to gain sole possession of the family property.
106	Kinsey is convinced that Patrick is responsible for Agnes's death, to cover his past crimes, and discovers evidence of further killings at his home. When she confronts Patrick, she is interrupted by Messinger, who kills Patrick. Dietz and Rochelle have managed to get Eric away from Messinger, and Messinger's stated intention is to use Kinsey as a hostage to exchange for Eric. As she drives Messinger to the airport at gunpoint to intercept Rochelle, Kinsey is convinced Messinger will kill them all; and he succeeds in killing Rochelle's twin Roy, who was attempting to help her escape with Eric. However, Rochelle outsmarts Messinger and kills him first.
107	The "Go Home" vans were part of a controversial 2013 advertising campaign by the British Home Office in which advertising vans with slogans recommending that illegal immigrants should "go home or face arrest" were sent to tour areas with high immigrant populations. The hypothesis of the operation was that people who did not have leave to remain would voluntarily depart if "a near and present" danger, such as being arrested, was made apparent. The pilot programme, which had the internal codename 'Operation Vaken', ran in the six London boroughs of Barking and Dagenham, Barnet, Brent, Ealing, Hounslow, and Redbridge from 22 July to 22 August 2013, and was part of the Home Office hostile environment policy. In October 2013, the evaluation report stated that 60 voluntary departures were believed to be directly related to 'Operation Vaken' and 65 more cases were "currently being progressed to departure."
108	British politicians including Nick Clegg, Vince Cable and Eric Pickles expressed concerns about the campaign. Nigel Farage described the advertisements as "unpleasant." Yvette Cooper compared the slogans on the vans with slogans used by the National Front in the 1970s and the campaign was described by Diane Abbott as an example of dog-whistle politics, stating that "It is not so much dog-whistle politics as an entire brass band ... It is akin to scrawling 'Paki go home' on the side of buildings. I don't believe this policy is going to achieve anything besides stoking fear and resentment."
109	"Good Hair" and Other Dubious Distinctions is a 2011 documentary film directed, written and edited by Camille S. DeBose. The film focuses on cultural language and practices that negatively impact the development of a healthy sense of self. The filmmaker's commentary asserts a criticism of the way wavy hair, lighter skin and a slender nose are still considered more attractive in the black community in light of historical and contemporary movements which have sought to liberate black self-esteem. As a practicing and teaching sociologist, the filmmaker sought to illuminate the notion of symbolic violence through the lens of Pierre Bourdieu and spark conversation not just in the black community but all other communities as well. Cultural practices which value some features but not others are issues common to every family and every community. For the filmmaker this is an issue of valuing and finding beauty in every human being.
110	The film begins with a series of outdoor shots narrated by the filmmaker. The viewer follows her fuzzy form as she approaches the camera and tells a story of people remarking on the features they hope her unborn child will be born with. The film continues with a collection of personal stories juxtaposed against discussion and analysis from professionals and academics. Viewers get glimpses of the filmmaker's pregnant form as she travels through the landscape. The film ends with the sight of the filmmaker's child and a quote by bell hooks on shame and the life cycle.
111	In the new mood of nervous efficiency prevalent at CFI pending Titus's arrival, Kinsey is passed the claim file of Bibianna Diaz to investigate for possible fraud. Kinsey assumes a false identity as Hannah Moore in an attempt to befriend Bibianna, who, by co-incidence, is in a relationship with a former schoolmate and police-academy associate of Kinsey's, Jimmy Tate, recently relieved of police duties on the grounds of corruption. Bibianna has problems too, it seems: her former boyfriend Raymond Maldonaldo, of whom she is—rightly, as it turns out—terrified, is the jealous type and is hunting her down. Kinsey realises that a CFI colleague has inadvertently given away information on Bibianna to Raymond's gang, and things come to a head while she is out drinking with Bibianna and Tate. Raymond's brother Chago and his girlfriend Dawna accost Bibianna; and in the fracas that ensues, Tate shoots and kills Chago. Bibianna is taken into custody, Kinsey deliberately sticking to her in order to cement their relationship.
112	Kinsey's enforced overnight stay in the police 'tank' is interrupted by Lieutenant Dolan, who has a job offer for her: Raymond is the head of a huge insurance fraud gang, and the police want Kinsey to use her new position as Bibianna's confidante to get the evidence they need; there seems to be a leak somewhere in the police department, and they need someone unconnected whom they can trust to bring Raymond to justice. Kinsey withdraws her initial gut refusal when Dolan tells her Raymond killed Parnell but that they have been stalling the murder investigation in order not to jeopardize the longstanding fraud case. Kinsey agrees to help out of a sense of duty to Parnell; but the police plan to have Kinsey wired for her own protection goes awry, and she is left to fend for herself.
113	Thus begins a dangerous and stifling few days for Kinsey, undercover and up to her neck in a criminal ring headed by a deluded killer. Raymond effectively keeps both Kinsey and Bibianna under house arrest in Los Angeles, with the aid of his second in command, Luis. Raymond can't accept Bibianna's rejection of him and is determined to force her into marriage. The snag in the plan, which Bibianna doesn't dare confess, is that she has actually just married Tate.   Tensions run high, while Kinsey learns much about the car insurance fraud business, keeps her eyes open, and eventually establishes the leak is a clerk at the County Sheriff's office, whose father is a crooked doctor heavily involved in Raymond's ring.
114	Matters come to a head when Bibianna escapes and is pursued almost to her death by one of Raymond's henchmen. Visiting her in the hospital, the doctor inadvertently lets slip to Raymond that Bibianna's next of kin is her husband, Jimmy Tate. Enraged, Raymond shoots Jimmy. Kinsey sets off in hot pursuit and receives unexpected help from Luis, who turns out to be an undercover LAPD cop. Kinsey makes it back to Santa Teresa in the nick of time for her friend Vera Lipton's wedding. Both Bibianna and Tate survive; but despite her success in wrapping up the insurance fraud claim, Kinsey is fired from CFI by Gordon Titus.
