INPUT:text	INPUT:text_id	GOLDEN:is_correct	HINT:text
Un personnage secondaire du Genie des alpages, Naphtalene (dont Thierry Groensteen note que son costum - jean et pull-over - rappelait celui dde Gaston Lagaffe), beneficie de sa propre serie ephemere, creee en 1974 pour Pilote alors que le magazine, a l'origine hebdomadaire, devient mensuel, afin d'alterner les recits de cette nouvelle serie, en cinq ou six planches, avec ceux du Genie des alpages. Selon F'murr, Guy Vidal, le redacteur en chef, ne comprenait pas la serie et a mis de cote la derniere histoire pendant un an, ce qui l'a amene a l'abandonner. Quelques annees plus tard, F'murr entame une longue histoire en 80 planches destinee au mensuel (A suivre) qu'il abandonne apres en avoir dessine les 11 premieres planches poure realiser Jehanne d’Arc. Lesss planches de Naphtalene sont reprises dans l'album Tartine de clous, avec d'autres recits divers, en 1981.	3	no	"Le texte contient des erreurs grammaticales: ""costum"", ""dde"", ""poure"", ""Lesss""."
En 1976, F'murr collabore episodiquement a Fluide glacial ou il publie quelques gags de Robin des boites (intitule initialement F'Robin F'des F'Bois) qui sont repris en album, completes par des inedits, en 1985 aux editions Futuropolis puis reedites sous le titre Robin des Pois a Sherwood en 2011, ????????>>???????????????, serie initialement creee dans Le Canard sauvage, qui sont repris en album en 1980 aux editions Futuropolis, ainsi qu'au magazine Ah ! Nana dans le no 3 duquel il publie le recit complet L'Pere Raoul et Niace Podouce sur scenario d'Evane Hanska en 1977.	4	no	Une partie du texte est illisible.
Les representants de SM Entertainment declarent: 	5	no	Le texte n'est pas terminé (cela peut être compris par le sens).
Le 17 juillet 2013, un preview video de Pink Tape est publiee sur la chaine YouTube de SM Entertainment, marquant le retour du groupe. La video teaser presente un apercu de Shadow, dont les paroles sont ecrites par les membres du groupe. Le 21 juillet, des photos teasers individuelles sont devoilees. Le 22 juillet, le teaser de Rum Pum Pum Pum est mis en ligne par SM Entertainment, suivi deux jours plus tard du clip officiel le 24 juillet. Leur deuxieme album Pink Tape est publie le 29 juillet, compose de douze titres et du single-titre Rum Pum Pum Pum. L'album atteint la premiere place de plusieurs classements musicaux incluant Soribada, Mnet, Melon, Bugs, Olleh, Naver, Daum, Monkey3 ou encore Cyworld. Le 25 juillet, f(x) commence les  	6	no	Le texte n'est pas terminé (cela peut être compris par le sens).
Le troisieme album studio des f(x), Red Light, est publie le 7 juillet 2014, constitue de deux versions : type A (Sleepy Cats) et du type B (Wild Cats). Lors de sa sortie, l'album et le single Red Light ont domine pas moins de huit classements musicaux en Coree du Sud tels que : MelOn, Bugs, Genie, Naver Music et bien d’autres. Outre le premier titre, d'autres titres comme Milk, All Night, Butterfly, Rainbow et Dracula se sont classes dans le top 10 des classements en temps reel. Red Light est du.	7	no	Le texte n'est pas terminé (cela peut être compris par le sens).
このテキストは日本語で書かれています。	8	no	Le texte n'est pas rédigé en français (il peut être considéré comme illisible).
Le 30 mai 2015, SM Entertainment annonce que le groupe publiera son premier single japonais intitule Summer Special Pinocchio / Hot Summer, le 22 juillet 2015. Le single contiendra Pinocchio et Hot Summer et ne devrait pas avoir de nouvelles chansons,. Toutefois, le DVD contiendra les clips videos de ces deux chansons. Lors de l’evenement tenu a Osaka, pour la sortie du single, seules Krystal, Luna et Amber etaient presentes,. Victoria etait absente due a sa sante, ses ac. 	9	no	Le texte n'est pas terminé (cela peut être compris par le sens).
Les photos teasers de Victoria sont exposees le 21 octobre, celles de Luna ■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■ des photos individuelles de haute qualite ont ete postees sur le site officiel du groupe. Le 25 octobre, un teaser du clip et diverses photos de groupe ont ete affichees sur le site officiel des f(x).  Le 26 octobre, des extraits des titres de l'album sont mis en ligne sur l'Instagram officiel du groupe, et le clip complet de 4 WALLS est poste sur la chaine YouTube officielle de la SM Entertainment. Le 27 octobre, le clip officiel de 4 Walls a plus de 1 978 673 vues sur YouTube,.	10	no	Une partie du texte est illisible.
F-117A Nighthawk Stealth Fighter 2.0 est un jeu video de simulation de vol de combat concu par Jeff Briggs et publie par MicroProse en 1991 sur IBM PC, puis porte Amiga, Mac OS et PC-98. Le jeu fait suite a Project Stealth Fighter et a son remake F-19 Stealth Fighter, publie par MicroProse respectivement en 1987 et 1988. Comme ses predefgacesseurs, il se deroule dans le contexte de la guerrreee froideee et met le joueur aux commandes d’un avion furtif au cours de missions se deroulant dans differentes regions du monde, dont la Colombie, le Panama, le Japon et l’Irak. Par rapport a ses predecesseurs, il beneficie de nouveaux graphismes plus detailles, notammmention dans la representation des villes et du relief. Les missions sont en revanche identiques a celles proposes dans F-19 Stealth Fighter.	11	no	"Le texte contient des erreurs grammaticales: ""predefgacesseurs"", ""guerrreee"", ""froideee"", ""notammmention""."
F-15 Strike Eagle est un jeu video de simulation de vol de combat cree par Sid Meier et Grant Irani et publie par MicroProse en 1984 sur borne d'arcade, Amstrad CPC, Apple II, Atari 8-bit, Atari ST, C64, IBM PC, MSX, NES, PC-88, ZX Spectrum, Game Gear, Game Boy et Thomson TO. Le joueur y pilote un avion de chasse McDonnell Douglas F-15 Eagle au cours de sept missions de combat. Six d’entre elles sont basees sur des evenements historiques et la derniere, hypothetique, prend place dans le golfe Persique en 1984. Le joueur controle son avion par l’intermediaire d’une vue a la premiere personne du cockpit de l’avion et d’un affichage tete haute. Ce dernier inclut une carte de navigation sur laquelle est affichee la position de l’avion et de la base du joueur, ainsi que celle des ennemis. La vue du cockpit affiche l’environnement en trois dimensions et les ennemis, que ce soit dans les airs ou au sol. Le joueur controle son avion au joystick,,,,.	12	no	"Le texte contient une insertion de ponctuation incorrecte: "",,,,""."
F-19 Stealth Fighter est un jeu video de simulation de vol de combat concu par Sid Meier et Andy Hollis et publie par MicroProse en 1988 sur IBM PC puis porte en 1990 sur Amiga et Atari ST. Le jeu est un remake de Project Stealth Fighter, publie par MicroProse sur Commodore 64 et ZX Spectrum en 1987,./.,,. Le joueur y pilote un avion de chasse fictif de l’armee des Etats-Unis au cours de missions se deroulant en Libye, dans le golfe Persique, en Norvege et en Europe centrale dans le contexte de la guerre froide. A sa sortie, il est acclame par la presse specialisee,. Il a beneficie d’une suite, F-117A Nighthawk Stealth Fighter 2.0, publiee en 1991.	13	no	"Le texte contient une insertion de ponctuation incorrecte: "",./.,,""."
