INPUT:text_id	INPUT:text
220	في اليوم نفسه، أكدت NSW Health ست حالات أخرى، ليصل المجموع إلى 34 في الولاية و 70 في البلاد. شملت الحالات ذكرًا في العشرينات من عمره، وذكرًا في الأربعينيات من عمره، وذكرًا في الخمسينات من عمره، وإثنتان في الأربعينيات من العمر كانوا جميعًا من أفراد الأسرة أو كانوا على اتصال وثيق بحالة مؤكدة سابقًا، وذكرًا في السبعينيات من عمره كان قد سافر من إيطاليا عبر الدوحة في 1 مارس.  كما سجلت إدارة الصحة العامة في تسمانيا حالتها الثانية في الولاية، الحالة 71 في البلاد.  عاد رجل مقيم في هوبارت في العشرينات من عمره من نيبال عبر سنغافورة في 26 فبراير وعانى من أعراض تشبه البرد في اليوم التالي. وفي 6 مارس / آذار، طُلب منه عزل نفسه من قبل السلطات في انتظار نتائج اختباره. تجاهل هذه النصيحة وحضر نوبة عمله غير الرسمية في 7 مارس في فندق Grand Chancellor. بعد فترة وجيزة، عادت نتائجه الإيجابية للفيروس. 
221	في 8 مارس، توفي رجل يبلغ من العمر 82 عامًا، وهو الحالة الـ16 المؤكدة في نيو ساوث ويلز. وكان ثاني حالة وفاة في دار لرعاية المسنين دوروثي هندرسون والوفاة الثالثة في البلاد.  وأكدت نيو ساوث ويلز حالتين جديدتين، ليصل المجموع إلى 38. الحالة 37 كانت عاملة رعاية صحية في الثلاثينيات من عمرها في مستشفى رايد وكانت على اتصال بحالة مؤكدة سابقًا في دوروثي هندرسون لودج. الحالة 38 كانت امرأة في الخمسينات من عمرها كانت على اتصال بقضية مؤكدة سابقًا.  كما ورد أن عضوين من قوة الدفاع الأسترالية (ADF) قد تعاقدوا مع COVID-19. "سافر الضابط، البالغ من العمر 40 سنة، في الرحلة 6:45 صباحا بالطائرة QF1509 من سيدني إلى كانبيرا لحضور اجتماع في مقر الدفاع في راسل. ثم سافر على متن رحلة VA651 من كانبيرا إلى سيدني في الساعة 2:35 مساءً ".  تم الإعلان عنه سابقًا كحالة مؤكدة في نيو ساوث ويلز في 7 مارس ولم يكن حالة جديدة إما لنيو ساوث ويلز أو ACT. كما كان "على اتصال وثيق معروف بحالة تم تأكيدها من قبل".  بينما كان قد سافر إلى كانبيرا لعقد اجتماع في 28 فبراير، أعلن كبير مسؤولي الصحة في ACT أن الحالة الأخرى ليست ذات صلة. كما لم يتم تأكيد هذه الحالة كحالة جديدة أو كحالة داخل ACT. كانت قوات الدفاع الأسترالية تعمل مع سلطات ACT و NSW Health للتحقيق في الحالتين وترتيبات سفرهما. 
222	في وقت لاحق من ذلك اليوم، البالغ من العمر 38 عاما أصبحت المرأة 15 حالة مؤكدة في كوينزلاند. قالت مؤخرا سافر من لندن عبر دبي وكان في الحجر الصحي في ساحل الشمس المشرقة مستشفى الجامعة. كانت البلاد 76 حالة. فيكتوريا سجلت 12 حالة، 77 حالة في البلاد. امرأة من إندونيسيا في 50s لها طار من جاكرتا إلى بيرث في 27 شباط / فبراير وأصبحت الأعراض في 29 شباط / فبراير. ثم طار من بيرث إلى ملبورن في 2 آذار / مارس على العذراء رحلة الخطوط الجوية VA682. كان يتعافى في المنزل-العزلة الرعاية من أفراد الأسرة. WA عن 4 الحالة، 78 حالة في البلاد. امرأة في 70s الذين سافروا من كوبا إلى بيرث عبر لندن في 6 آذار / مارس. وقد ظهرت عليها الأعراض في 7 مارس / آذار، تم اختبارها في منزلها، ثم حضر الغربية الأسترالية السيمفونية الحدث، على الرغم من كونه مطلوبا عزل نفسه حين انتظار النتائج.
223	في 9 مارس، تم تأكيد ثماني حالات أخرى في نيو ساوث ويلز، ليصل إجمالي الولاية إلى 46 و 86 في البلاد. كانت الحالة التاسعة والثلاثون في نيو ساوث ويلز ذكرًا في السبعينيات من القرن الماضي دون تاريخ سفر حديث. قدم نفسه إلى قسم الطوارئ في سانت فنسنت في 6 مارس، وتم اختباره وفي 7 مارس أعاد نتيجة إيجابية. كان المستشفى يحاول الاتصال بأي مرضى ربما كانوا على اتصال به. الحالة الأربعون في نيو ساوث ويلز كانت رجلاً في الأربعينيات من عمره له تاريخ سفر حديث.  كانت الحالتان 41 و 42 في نيو ساوث ويلز طالبة وامرأة في السنة العاشرة في كلية سانت باتريك ماريست في شمال غرب سيدني. أغلقت المدرسة في اليوم التالي.  كانت الحالة الثالثة والأربعون في نيو ساوث ويلز طالبة في السنة السابعة في مدرسة ويلوبي الثانوية للبنات. كانت الحالتان 44 و 45 في نيو ساوث ويلز رجلين في الخمسينات من عمرهما بدا أنهما على صلة بالحالات المؤكدة سابقًا. الحالة 46 في نيو ساوث ويلز كانت أم الطالبة في السنة السابعة.  وبذلك وصل المجموع الوطني إلى 86.
224	في نفس اليوم، أبلغت فيكتوريا عن ثلاث حالات جديدة، ليصل إجمالي الولاية إلى 15 والإجمالي الوطني إلى 89. الحالة الثالثة عشرة في الولاية كانت رجلاً في الخمسينات من عمره كان على نفس الرحلة من الولايات المتحدة كحالة مؤكدة سابقًا، طبيب عام من عيادة Toorak. الحالة 14 في الولاية كانت امرأة في العشرينات من عمرها عادت من كولورادو في الولايات المتحدة في 6 مارس. الحالة الخامسة عشرة في الولاية كانت امرأة في الخمسينات من عمرها عادت من طهران في 6 مارس.  وبهذه الحالات، بلغ العدد الإجمالي الوطني 89 حالة. وأبلغت واشنطن عن حالتين جديدتين، ليصل المجموع إلى 6 ، وإجمالي الوطني إلى 91. كانت الأولى امرأة في الستينات من عمرها، يُفترض أنها أصيبت بالفيروس من زوجها. وقد عاد مؤخرًا من إيران على الرغم من أنه لم يكن إيجابيًا في ذلك الوقت.  والثاني هو رجل في الأربعينات من عمره،  أصيب بالفيروس من والدته التي عادت من جاكرتا.  أمضت الأم 6 أيام في بيرث، ثم سافرت إلى ملبورن. 
225	في 10 مارس، أبلغت نيو ساوث ويلز عن ثماني حالات جديدة، واحدة منها كانت من مواطني فيكتوريا، ورجل في العشرينات من عمره عاد من هونج كونج. يتم احتساب هذه الحالة كحالة نيو ساوث ويلز من قبل نيو ساوث ويلز، ولكن يتم التعامل معها كحالة فيكتورية على موقع وزارة الصحة الأسترالية.  تشمل الحالات امرأة في العشرينات من عمرها كانت على اتصال معروف بقضية سابقة من مستشفى رايد، وهي امرأة في الأربعينيات من عمرها كانت قد عادت من كوريا الجنوبية، والرجل الفيكتوري في العشرينات من عمره وعاد من هونج كونج، وهي امرأة الثمانينيات التي تم نقلها من دوروثي هندرسون لودج إلى مستشفى رايد، وهي امرأة في الأربعينيات من عمرها مرتبطة بمتوفى من دوروثي هندرسون لودج، وامرأة في الثلاثينيات من عمرها، ورجل في السبعينات من عمره، وامرأة في الأربعينيات من عمرها. وبذلك وصل مجموع الولاية الفيكتورية إلى 16 ، 54 في نيو ساوث ويلز والإجمالي القومي إلى 100.
226	في اليوم نفسه، أكد مدير قواعد اللغة المعمدانية كاري أن أحد المعلمين في حرم كيو لديهم مصاب بالفيروس. تم تأكيد هذه المعلمة، وهي امرأة في الخمسينات من عمرها، لتكون شريكا لفرد كان على نفس الرحلة من الولايات المتحدة التي كان عليها طبيب عيادة Toorak.  تم تأكيدها في وقت لاحق من اليوم أنها زارت نهائي تحت 16 سنة بين نادي Boondara Cricket Club و Balwyn Cricket Club في Balwyn North في 8 مارس قبل أن تكتشف أنها مصابة.  نتيجة لإصابة المعلم، تم إغلاق المدرسة حتى 15 مارس.  وبذلك وصل مجموع الولاية إلى 17 ، والمجموع الوطني إلى 101. وأكدت كوينزلاند أيضًا 3 حالات أخرى، ليصل المجموع إلى 18 و 104 حالات في البلاد. وكانت الحالات الثلاث امرأة تبلغ من العمر 42 عامًا من ساحل صن شاين كوست، شريكة امرأة تبلغ من العمر 38 عامًا مصابة بالفيروس سافرت من لندن عبر دبي، وهي امرأة تبلغ من العمر 46 عامًا من بريسبان سافرت مؤخرًا إلى النمسا وفرنسا ، ورجل عمره 22 عامًا من بريسبان سافر مؤخرًا إلى إسبانيا وفرنسا وإيطاليا. 
227	في وقت لاحق من ذلك اليوم ، أكدت فيكتوريا حالتين جديدتين. أحدهم كان رجلاً في السبعينيات من عمره عاد من سنغافورة إلى ملبورن في 6 مارس وكان قد سافر إلى الأردن وإيجبت وسنغافورة ، وزار سوق ملبورن الجنوبي في 6 مارس ووظيفة في فندق ألبرت بارك في 7 مارس قبل أن يعلم أنه أصيب. والآخر كان رجلاً في السبعينات من عمره عاد من لوس أنجلوس إلى ملبورن.  هذه هي الحالات 18 و 19 في فيكتوريا و 105 و 106 في البلاد. كما أعلنت نيو ساوث ويلز عن 6 حالات جديدة ، امرأة في الخمسينات من عمرها وصلت من الولايات المتحدة ، ورجل في الستينات من عمره وصل من سويسرا، ورجل في الخمسينات من عمره وصل من الولايات المتحدة ، وامرأة في الستينيات من عمرها وصلت من إيطاليا وهي مرتبطة بعلاقة وثيقة سابقة ، امرأة في الثلاثينيات من عمرها مرتبطة بأحد أقاربها المتوفين من دوروثي هندرسون لودج، وامرأة في الأربعينيات من عمرها. وبهذا يصل عدد الحالات في نيو ساوث ويلز إلى 60 ، والعدد الكلي في البلاد إلى 112.
228	في 11 مارس ، أكدت فيكتوريا 3 حالات جديدة. أحدهم كان رجلاً في الخمسينيات من عمره عاد من سياتل إلى ملبورن في 7 مارس ، وكان قد حضر مهرجان بلح البحر وموسيقى الجاز في سوق ملبورن الجنوبي ولعبة الرجبي في 7 مارس ، قبل تشخيص حالته. كانت امرأة أخرى في العشرينات من عمرها عادت من الولايات المتحدة. حالة أخرى كانت معلمة في الخمسينيات من عمره ، عادت من الولايات المتحدة ، وتعمل في كلية بيت ريفكة وتدرس لمدة نصف يوم في 9 مارس، قبل تشخيصها. ونتيجة لذلك ، تم إغلاق المدرسة وكلية يشيفا التابعة لها لمدة 24 ساعة.   أغلقت جامعة ساوثرن كروس أيضًا اثنين من حرمها الجامعي ، حرمها الجامعي في ليسمور في نيو ساوث ويلز، وحرم جولد كوست في كوينزلاند ، بعد حضور موظف ذكر زائر بالفيروس من الفلبين ورش عمل في الحرم الجامعي قبل العودة إلى الفلبين في 8 مارس . وقال ناطق رسمي إنه سيتم الاتصال بـ 45 شخصاً على اتصال وثيق بالرجل.  وبهذا يصل عدد الحالات في فيكتوريا إلى 22 ، والحصيلة الكلية في البلاد إلى 115
229	في نفس اليوم ، أكدت غرب أستراليا 3 حالات جديدة ، رجلين وامرأة عادا بشكل منفصل من أوروبا والمملكة المتحدة والولايات المتحدة.  عادت اثنتان من الحالات الجديدة في 8 مارس و 9 مارس على التوالي.  وبهذا يصل عدد الحالات في غرب أستراليا إلى 9 ، وعدد الحالات في البلاد إلى 118. كما أكدت نيو ساوث ويلز 4 حالات جديدة. عادت ثلاث نساء في العشرينات والثلاثينات من العمر من إيطاليا معًا ، ورجل واحد في السبعينيات من عمره كان على اتصال بمقيم في دوروثي هندرسون لودج. وبهذا يصل عدد الحالات في نيو ساوث ويلز إلى 64 ، والعدد الكلي في البلاد إلى 122.
230	في وقت لاحق من ذلك اليوم، ألغى ديفيد وولش رئيس متحف الفن القديم والجديد (MONA) مهرجان Dark Mofo للفنون الشتوية. في بيان ، قال ديفيد والش "أعرف أن [الإلغاء] سيقتل بيئة سياحية مذبحة بالفعل ، لكني أشعر أنه ليس لدي خيار آخر" ، يشعر أنه "إذا ركضنا في الظلام ولم يأت أحد ، فسوف أفقد 5 دولارات مليون أو أكثر لأنني سأضطر إلى تغطية إيرادات التذاكر الغائبة ".  وقال الرئيس التنفيذي لمجلس صناعة السياحة تسمانيا في بيان حول الإلغاء إن "Dark Mofo هو أكبر بطاقة سحب لدينا خلال أشهر الشتاء وله تأثير إيجابي كبير على الزيارة عبر تاسمانيا في يونيو. سيؤثر [الإلغاء] بشدة على اقتصاد الزائرين لدينا على عمق الشتاء. "وأنهم" سيعملون مع MONA وأصحاب المصلحة في السياحة والفعاليات لدينا ، بالإضافة إلى مجلس مدينة هوبارت ، لتحديد الفرص لجذب الفرص المحلية والداخلية الزوار خلال فصل الشتاء القادم ".  كما أكدت فيكتوريا حالة أخرى ، وهي معلمة أخرى في Carey Baptist Grammar شاركت مكتبًا مع المعلم الآخر في المدرسة مع الفيروس. وبهذا يصل عدد الحالات في فيكتوريا إلى 23 ، وعدد الحالات في البلد يصل إلى 123.  كما أكدت SA حالتين جديدتين ، رجلين ، إحداهما في الستينات من العمر والأخرى في السبعينات من عمره. ذهب رجل إلى أوروبا وذهب الرجل الآخر إلى جنوب شرق آسيا.  وبهذا يصل عدد الحالات في SA إلى 9 ، وعدد الحالات في الدولة يصل إلى 125. كما أكدت كوينزلاند حالتين جديدتين ، امرأة تبلغ من العمر 32 عامًا عادت من الولايات المتحدة الأمريكية إلى جولد كوست ، ورجل يبلغ من العمر 31 عامًا كان على اتصال وثيق مع المرأة المذكورة البالغة من العمر 32 عامًا. وبهذا يصل عدد الحالات في كوينزلاند إلى 20 ، وعدد الحالات في البلاد يصل إلى 127. تدعو كوينزلاند هيلث أيضًا للأشخاص الذين حضروا يوم الجمعة ريفرسايد ، وهي إحدى الليالي الشهيرة في بريسبان ، في 6,7,8 أو 9 اذار مارس للمضي قدمًا عندما زار طالب ذكر النقطة الليلية بين هذه التواريخ. كما ناشدوا الأشخاص الذين حضروا دروسًا مع الرجل في جامعة كوينزلاند بالعزل الذاتي.  كما أكدت تسمانيا حالتها الثالثة ، الحالة 128 في البلاد. سافرت امرأة في الثلاثينيات من عمرها من أمريكا الجنوبية عبر نيوزيلندا ثم سافرت من سيدني إلى هوبارت على الرحلة JQ727 في 8 مارس. زارت المرأة حرم جامعة ساندي باي في خليج تسمانيا يومي 9 و 10 مارس ، ومكتبة موريس ميللر في 9 مارس ، وزارت مقهى لازنبي في 10 مارس.  تم نقل المريض إلى مستشفى رويال هوبارت.  كما ألغت HBF تشغيل Run for a Reason المرح ، وهو تشغيل ممتع يجمع الأموال للمؤسسات الخيرية WA الصحية بسبب الفيروس. 
231	في 12 مارس ، أعادت جامعة ساوثرن كروس فتح حرمها الجامعي ليسمور وجولد كوست الذي تم إغلاقه في اليوم السابق.  كما أعيد فتح القديس باتريك ماريست بعد إغلاقه منذ 9 مارس ، ولكن طُلب من 196 طالبًا يعتبرون على اتصال وثيق بالبقاء في المنزل.  أعلنت نيو ساوث ويلز عن 13 حالة أخرى بين عشية وضحاها ،  ليصل إجمالي الولاية إلى 77 والإجمالي الوطني إلى 141. الحالة 65 في الولاية كانت تبلغ من العمر 44 عامًا ولم يسافر إلى الخارج. الحالة 66 كانت عاملة رعاية صحية تبلغ من العمر 19 عامًا في مستشفى رايد وهي على اتصال وثيق بحالة أخرى مؤكدة. الحالة 67 كانت رجلاً يبلغ من العمر 62 عاماً وصل في 10 مارس / آذار قادماً من إيطاليا. والقضية 68 هي رجل عمره 86 سنة لم يسافر إلى الخارج. الحالة 69 كانت تبلغ من العمر 14 عامًا ولم تسافر. الحالة 70 كانت امرأة تبلغ من العمر 26 سنة ولم تسافر إلى الخارج. الحالة 71 كانت امرأة تبلغ من العمر 56 سنة وصلت في 7 مارس / آذار من المملكة المتحدة عبر دبي. والقضية الثانية والسبعون هي امرأة تبلغ من العمر 62 سنة عادت إلى نيو ساوث ويلز في 10 آذار / مارس من إيطاليا وكانت على اتصال بالحالة 68. والقضية 73 هي امرأة تبلغ من العمر 35 سنة لم تسافر. الحالة 74 كانت لرجل يبلغ من العمر 53 عامًا. والقضية 75 هي امرأة تبلغ من العمر 23 سنة وصلت في 8 آذار / مارس من ماليزيا ، وكانت الحالة 76 امرأة تبلغ من العمر 38 سنة وكانت الحالة 77 رجلاً يبلغ من العمر 63 سنة. كما أعلنت ACT عن قضيتها الأولى في الإقليم ، وهي الحالة 142 في أستراليا. رجل في الثلاثينيات من عمره لم يسافر إلى الخارج لكنه سافر خارج ACT.  في اليوم نفسه ، أكدت كوينزلاند أيضًا سبع حالات جديدة ، ليصل إجمالي الولاية إلى 21 والإجمالي الوطني إلى 149. الحالة 21 في الولاية كانت رجل يبلغ من العمر 19 عامًا من بريسبان وكان على اتصال وثيق بالقضية 18 في كوينزلاند. الحالة الثانية والعشرون كانت رجلاً عمره 37 سنة عاد من جنيف عبر أبو ظبي إلى بريسبان. الحالة الثالثة والعشرون والقضية الرابعة والعشرون كانت رجل يبلغ من العمر 63 عامًا وزوجته ، وهي امرأة تبلغ من العمر 64 عامًا سافرت مؤخرًا إلى الولايات المتحدة. القضيتان 23 و 24 كانتا الممثل الأمريكي توم هانكس وزوجته ريتا ويلسون ، على التوالي.   الحالة 25 في الولاية كانت رجلاً عمره 40 سنة عاد من المملكة المتحدة إلى بريزبن. الحالة 26 في الولاية هي رجل يبلغ من العمر 24 عامًا عاد من الولايات المتحدة إلى بريسبان. الحالة 27 في الولاية كانت امرأة تبلغ من العمر 56 سنة عادت من إندونيسيا إلى بريسبان. 
232	في وقت لاحق من ذلك اليوم ، كشف رئيس الوزراء الاسرتالي عن حزمة تحفيز بقيمة 17.6 مليار دولار من أجل "حماية صحة الأستراليين، وتأمين وظائفهم، وإعادة الاقتصاد إلى الارتفاع"  من الأزمة. وأكدت فيكتوريا وجود أربع حالات أخرى في الولاية ، ليصل إجمالي الولاية إلى 27 والإجمالي الوطني إلى 153. كانت جميع الحالات الأربع من الذكور وتتراوح أعمارهم بين 30 و 70 ولها تاريخ حديث في السفر إلى الخارج.  وأكدت SA ثلاث حالات جديدة ، ليصل إجمالي الولاية إلى 12 والإجمالي الوطني إلى 156. كانت الحالة العاشرة بالولاية امرأة في الأربعينيات من عمرها، وربما تكون الحالة الأولى في الولاية لانتقال العدوى من إنسان إلى إنسان ، والتي تم تشخيصها في عيادة بالسيارة. كانت الحالتان 11 و 12 رجلًا في الستينيات من عمره وامرأة في الخمسينات من عمرها سافرت على نطاق واسع عبر إيطاليا وإسبانيا ووصلت إلى سيدني في 9 مارس ، قبل أن تعود إلى أديلايد في 10 مارس.   أغلقت مدرسة Westbourne Grammar حتى 16 مارس على الأقل بينما تم اختبار طالب واحد. أبلغ وزير الصحة بغرب أستراليا روجر كوك الجمهور أن وزارة الصحة بغرب أستراليا تؤجل إجراء ترقيات في Peel Health Campus لاستيعاب المرضى المصابين بالفيروس. كانت هناك مخاوف من أن الترقية ستخفض مؤقتًا سعة غرفة انتظار الضعف الجنسي ، مما يمنع عزل مرضى الضعف الجنسي من مرضى الفيروس. تم تأجيل الترقية إلى 1 أكتوبر 2020. 
233	في 13 مارس، تم إغلاق مدرسة كاتومبا الثانوية حتى 14 مارس على الأقل بعد أن أعاد شخص واحد ، يعتقد أنه موظف ، اختبارًا إيجابيًا.  كما أكدت كوينزلاند أربع حالات أخرى ليصل إجمالي الولاية إلى 31 والإجمالي الوطني إلى 160.  وقد ألغى منظمو مهرجان بانييري اليوناني الحدث بسبب مخاوف من الفيروس.  أكدت تسمانيا حالة جديدة ، وهي امرأة في الأربعينيات من عمرها معزولة في مكان إقامتها في حرم جامعة نيسمان في نيونهام في لونسيستون. وبهذا يصل عدد الحالات في تسمانيا إلى أربع حالات والحصيلة الوطنية إلى 161.  وأكدت أستراليا الغربية 5 حالات أخرى ، ليصل إجمالي الولاية إلى 14 والإجمالي الوطني إلى 166.  أغلقت شركة الغواصات الأسترالية منشأتها أوزبورن في جنوب أستراليا حيث أثبتت إصابة أحد الموظفين العاملين هناك بالفيروس. من غير الواضح ما إذا كانت هذه حالة جديدة أو واحدة من الحالات الـ 12 المؤكدة سابقًا.  وأكدت فيكتوريا تسع حالات جديدة ، ست منها من الذكور وثلاث من الإناث ، تتراوح أعمارهم بين 20 و 70. من بين هذه الحالات ، سبع منها لها تاريخ سفر دولي. إحدى هذه الحالات كانت الحالة الأولى لانتقال العدوى من إنسان إلى إنسان في الولاية. وأثبتت إصابة أحد أعضاء فريق ماكلارين فورمولا 1 بالفيروس إيجابية. من غير الواضح ما إذا كان هذا مدرجًا في الإحصائيات الفيكتورية أم لا.  وبذلك وصل المجموع الفيكتوري إلى 36 والإجمالي الوطني إلى 175.
234	كما أكدت نيو ساوث ويلز 14 حالة جديدة. الحالة 78 كانت امرأة تبلغ من العمر 37 سنة. كانت التاسعة والسبعون امرأة تبلغ من العمر 25 عامًا عادت من المملكة المتحدة عبر بيرث لكنها لم تكن معدية في الرحلة. الثمانين كانت امرأة تبلغ من العمر 41 سنة كانت عاملة في رعاية المسنين ، وكذلك على اتصال بحالة أخرى مؤكدة. الحالة 81 كانت لرجل يبلغ من العمر 56 عاما وكان من أقارب الحالات التي أعيدت ، وعاد مؤخرا من إيطاليا. الحالة الثانية والثمانون كانت رجلاً عمره 30 سنة. الحالة 83 كانت امرأة تبلغ من العمر 38 عامًا سافرت من الولايات المتحدة لكنها لم تكن معدية أثناء الرحلة. الحالة 84 كانت امرأة تبلغ من العمر 47 عامًا سافرت من الولايات المتحدة وكانت على اتصال وثيق بقضية سابقة. الحالة 85 كانت لرجل عمره 27 سنة سافر من سويسرا إلى سيدني عبر دبي. الحالة 86 كانت امرأة تبلغ من العمر 48 سنة لم تسافر إلى الخارج أو كانت على اتصال بالحالات المؤكدة الأخرى. كانت الحالتان 87 و 88 رجلاً يبلغ من العمر 34 عامًا وامرأة تبلغ من العمر 34 عامًا عادا من الفلبين معًا ولكنهما لم يكونا معديين أثناء الرحلة. الحالة 89 كانت امرأة تبلغ من العمر 50 عامًا. الحالة 90 كانت رجل يبلغ من العمر 24 عامًا وكانت الحالة 91 رجلًا عمره 44 عامًا.  وبذلك وصل مجموع الولاية إلى 91 والإجمالي الوطني إلى 189. في وقت لاحق من اليوم ، أكدت كوينزلاند أربع حالات جديدة ، ليصل إجمالي الولاية إلى 35  والإجمالي الوطني إلى 193. أكدت جنوب أستراليا 4 حالات جديدة ، بما في ذلك رجل في الستينات من عمره من الولايات المتحدة ، وامرأة في الخمسينات من الولايات المتحدة ، ورجل في الخمسينات من أوروبا وطالب من الحرم الجامعي لكلية القلب المقدس في سومرتون بارك. بسبب إصابة الطالب ، تم إغلاق المدرسة للتنظيف في 14 و 15 مارس. وقد طُلب من فصلين ربما كانا على اتصال مع الصبي الحجر الصحي بأنفسهما.  وبهذا يصل عدد الحالات في جنوب إفريقيا إلى 16 والحصيلة الوطنية إلى 197. تم تشخيص بيتر دوتون وزير الشؤون الداخلية لأستراليا في كوينزلاند. ولم يتضح ما إذا كان هذا قد تم تضمينه بالفعل في إحصاءات كوينزلاند أم لا.  أكدت تسمانيا حالة جديدة ، رجل في الستينيات من عمره ، سافر من أمريكا الشمالية ووصل إلى تسمانيا في 10 مارس.  وبهذا يصل عدد الحالات في تسمانيا إلى 5 ، وعدد الحالات في البلاد إلى 198.
235	في 14 مارس، أبلغت SA عن ثلاث حالات جديدة ، ليصل إجمالي الولاية إلى 19 والإجمالي الوطني إلى 201. سافرت امرأة في الثلاثينيات من عمرها إلى المملكة المتحدة ، وسافر رجل في الخمسينيات من عمره إلى الولايات المتحدة ، وسافرت امرأة في الثمانينات من عمرها إلى الخارج وكانت على اتصال وثيق بحالة مؤكدة في وقت سابق.  واكدت واى 3 حالات جديدة ، رجلين وامرأة ، سافروا جميعا إلى الخارج.  وبذلك وصل مجموع الولاية إلى 17 والإجمالي الوطني إلى 204. وأكدت نيو ساوث ويلز 20 حالة جديدة. الحالة 92 كانت امرأة تبلغ من العمر 41 سنة. الحالة 93 كانت رجل عمره 41 سنة. الحالة 94 كانت امرأة تبلغ من العمر 64 سنة وصلت من ألمانيا. الحالة 95 كانت امرأة تبلغ من العمر 32 سنة. الحالة 96 كانت امرأة تبلغ من العمر 24 عامًا. الحالة 97 كانت امرأة تبلغ من العمر 55 عامًا. الحالة 98 رجل يبلغ من العمر 30 سنة. الحالة 99 للرجل البالغ من العمر 68 عامًا الذي وصل من إيطاليا. الحالة 100 رجل عمره 30 سنة. الحالة 101 كانت امرأة تبلغ من العمر 67 سنة. الحالة 102 كانت رجل يبلغ من العمر 39 عامًا. الحالة 103 كانت امرأة تبلغ من العمر 31 عامًا سافرت من فنلندا والمملكة المتحدة. الحالة 104 هي رجل يبلغ من العمر 69 عامًا سافر من إيطاليا. الحالة 105 كانت امرأة تبلغ من العمر 66 سنة سافرت من إيطاليا. الحالة 106 كانت لرجل عمره 26 سنة. الحالة 107 كانت رجلاً عمره 42 سنة. الحالة 108 هي رجل يبلغ من العمر 43 عامًا سافر مؤخرًا إلى فرنسا وهو أيضًا حالة مؤكدة في المملكة المتحدة. الحالة 109 كانت رجل يبلغ من العمر 32 سنة. الحالة 110 كانت امرأة تبلغ من العمر 38 عامًا ، وكانت الحالة 111 رجلًا يبلغ من العمر 67 عامًا وصل من الولايات المتحدة ومن المحتمل أن يكون مصابًا في الخارج.  وبذلك وصل مجموع الولاية إلى 111 والإجمالي الوطني إلى 224.
236	في وقت لاحق من ذلك اليوم ، أكدت فيكتوريا أيضًا 13 حالة جديدة ، ليصل إجمالي الولاية إلى 49 والإجمالي الوطني إلى 237. كان من بينهم 11 رجلاً وامرأتين تتراوح أعمارهم بين 20 و 69. تم إدخال حالة واحدة إلى المستشفى بينما كانت الحالات الأخرى في عزلة منزلية. تم الحصول على جميع الحالات ال 13 في الخارج أو من خلال الاتصال الوثيق مع الحالات المؤكدة في وقت سابق.  وأكدت كوينزلاند أيضًا 11 حالة أخرى ، ليصل إجمالي الولاية إلى 46 والإجمالي الوطني إلى 248. وقد سافرت غالبية هذه الحالات إلى الخارج أو تعرضت لحالة مؤكدة في وقت سابق.  وتعلق فيكتوريا جميع محاكمات المحلفين للحد من انتشار الفيروس. 
237	في 15 مارس، أبلغت تسمانيا عن حالتها السادسة ليصل المجموع الوطني إلى 249. كانت أنثى في الستينيات من عمرها على اتصال وثيق بحالة مؤكدة في وقت سابق مع السفر إلى الخارج.  أبلغت فيكتوريا عن ثماني حالات جديدة ، ليصل إجمالي الولاية إلى 57 والإجمالي الوطني إلى 257. كان من بينهم ستة ذكور وإناث تتراوح أعمارهم من سن المراهقة إلى الستينيات ، ومعظم الحالات عادت مؤخراً من الخارج. ترتبط إحدى الحالات بمدرسة Carey Baptist Grammar School ، حيث كانت نتيجة اختبار المعلم في وقت سابق إيجابية.  أبلغت نيو ساوث ويلز عن 22 حالة جديدة ، ليصل إجمالي الولاية إلى 133 والإجمالي الوطني إلى 279. وقد انتقلت أربع حالات من الولايات المتحدة. لم تتمكن السلطات من معرفة مصدر 10 حالات جديدة.  أبلغت كوينزلاند عن 15 حالة جديدة ، بما في ذلك 9 نساء و 6 رجال ، ليصل إجمالي الولاية إلى 61 والإجمالي الوطني إلى 294.  أبلغت SA عن حالة جديدة ، وهي امرأة في الستينات من عمرها عادت من الولايات المتحدة.  وبهذا يصل عدد الحالات في جنوب إفريقيا إلى 20 وعدد الحالات الكلي في البلاد إلى 295.
238	أُعلن عن الحالة الحادية عشر في اليوم ذاته، إذ ذكر عبد القيوم رحيمي حاكم ولاية هراة عن تشخيص إصابة جديدة في الولاية. ارتفع عدد الحالات المؤكدة في هراة إلى 6. في الرابع عشر من مارس، سُجل التعافي الأول من فيروس كورونا في أفغانستان لمريض في ولاية هراة. كان وليد أحمد المتعافي الأول (والذي كان أيضًا الحالة الإيجابية الأولى) قد التقط العدوى بكوفيد-19 من مدينة قم ونُقل إلى المشفى منذ أسبوعين. أُعلن أن المريض المتعافي الأول من كوفيد-19 كان يخضع للحجر الصحي المنزلي. كشفت وزارة الصحة لاحقًا في العشرين من مارس أن ثلاث اختبارات فيروسية قد وصلت سلبية وبالتالي سُمح له بإنهاء الحجر الصحي. 
