INPUT:text	INPUT:text_id	GOLDEN:is_correct
Denis Bouley s'installe dans son rôle de coach, Valérie tente de l'aider dans son entreprise. Pendant ce temps, Fabienne Lepic se découvre des talents de femme politique au détriment de son mari, Renaud, qui doit s'occuper de l'entreprise de robinets Binet, dont il est le numéro deux, et de sa famille un peu délaissée par Fabienne. Christophe Lepic et Tiphaine Bouley filent le parfait amour au grand dam de leurs parents… Chez les Lepic, Fabienne se lance dans une carrière politique aussi prometteuse qu'atypique et Renaud devra en subir les dommages collatéraux. Chez les Bouley, tandis que Denis a du mal à faire face à son succès comme coach, le chômage de Valérie s'éternise…	4357	yes
Hennache et al. 2003, 2005 ont aussi montré que, dans ces lambeaux forestiers, le faisan d’Edwards peut se croiser avec une autre espèce plus généraliste, le faisan argenté, et donner le faisan impérial (Lophura edwardsi X Lophura nycthemera) ou subir une dérive génétique caractéristique des petites populations et aboutir à une forme dégénérée, le faisan du Viêt Nam (ou de Vo Quy) (Lophura edwardsi hatinhensis), autrefois considéré comme une sous-espèce du faisan d’Edwards. Ces deux formes ne sont donc plus considérées comme de véritables entités taxonomiques et ne font pas l’objet d’articles spécifiques.	4374	yes
Le climat sur Fais est équatorial, chaud (27 °C en moyenne), modérément humide et pluvieux tout au long de l'année. La température est relativement uniforme tout au long de l'année : elle s'établit entre 30  et   34 °C à midi et tombe à 22  à   25 °C la nuit. La pression atmosphérique normale s'établit entre 1 000  et   1 013 hPa. L'île se trouve dans une région soumise à des vents constants avec une pluviométrie moyenne annuelle élevée (environ 3 000 mm), sous forme d'intenses pluies de courtes durées. De début décembre à avril ou mai, les vents viennent du nord-est, et de fin juillet à fin septembre du sud-ouest. Ils sont alors plus chargés d'humidité. Les intersaisons comportent des jours plus calmes. La quantité d'eau de pluie peut baisser d'au moins 23 % les années de sécheresse liées au phénomène El Niño. Une absence presque totale de précipitations peut s'étendre sur quatre mois. L'île est affectée par des tempêtes tropicales qui peuvent se transforner en cyclones entre avril et novembre,,,.	4299	no
Elle raconte l'histoire d'une fille qui approche un homme pour une relation sexuelle violente.  (« Moi j'aime l'amour qui fait boum ; envoie moi au ciel »)  L'homme ne comprend pas la nature de l'envie ; aussi la femme l'insulte pour qu'il la frappe, le piquant au vif mais alors il la tape trop fort et la blesse. Le comique vient aussi de cette incompréhension.  Les couplets sont entrecoupés par un chœur de voix d'hommes qui soutiennent et commentent l'action, passant de « Fais-lui mal - Fais lui mal » à  « Il va lui faire mal - Il va lui faire mal » puis « Il lui a fait mal - Il lui a fait mal.» Magali Noël rapporte que Boris Vian, qui supervisait l'enregistrement dans la cabine, « d’un coup, [...] s’est rué dehors, et [l]’a rejointe sous le micro pour répéter le légendaire : « Vas-y fais-lui mal ! » ». 	4290	no
La ville est représentée à l'Assemblée nationale par les quatre circonscriptions électorales no 82 à 85 qui comprenaient 1 134 289 électeurs inscrits en 2008. Durant les élections législatives de 2008, trois circonscriptions ont été remportées par la Ligue musulmane du Pakistan (N) et une par le Parti du peuple pakistanais. Les deux partis ont réuni respectivement 48,6 % et 38,2 % des voix. Le troisième parti, la Ligue musulmane du Pakistan (Q) a réuni 12,5 % des voix. La participation dans la ville s'établit à 46,2 %. En revanche, lors des élections législatives de 2013, les quatre circonscriptions sont remportées par la Ligue musulmane du Pakistan (N).	4370	no
« Nos produits anti-virus F-Secure ne laissent aucune possibilite d’espionnage de maniere deliberee.  Pour chaque menace, nous realisons un arbitrage, afin de decider si oui ou non nos outils doivent activer la detection de celle-ci. Nos decisions ne sont influencees que par des facteurs techniques, et rien d'autre. Cela etant dit, nous respectons systematiquement les lois et principes de regulations en vigueur au niveau europeen. Nos logiciels detectent tout programme potentiellement utilisable a des fins terroristes ou beneficiant au crime organise. Il nous a ete demande, a plusieurs reprises, si nous avions le courage d’activer la detection d’activites mafieuses ou terroristes. Nous tenons a le rappeler : oui, nous en avons le courage. »	24	yes
L'idee de la serie a ete inspiree a F'murr par un berger qu'il avait eu l'occasion d'observer lors d'un sejour chez sa s?ur, dans les Alpes, qui l'avait marque parce qu'il « ne se foulait guere et que son chien faisait tout le boulot pour lui ». \displaystyle$$Peu a peu, F'murr se desinteresse du rapport de force existant entre le chien, les brebis et le vieux berger, lequel est de moins en moins present et fini par disparaitre completement au profit d'Athanase, son jeune remplacant, pour se concentrer sur Athanase et Romuald. \displaystyle\displaystyleF'murr a toujours a c?ur de renouveler sans cesse la serie pour eviter la routine  et surprendre constamment le lecteur.	1	no
Une variété particulière de bananier, appelée malug, est préférée pour sa fibre fraîche et blanche. Dans le machi, elle sert pour les fils de trame et de chaîne de base, alors que la fibre d'hibiscus, qui se colore plus facilement, est employée pour les fils de trame supplémentaires créant les décors. La préparation de la fibre de banane nécessite d'abord, pour le tisserand, d'extraire des couches concentriques externes du bananier, préférées pour la meilleure qualité de la fibre foliaire, des rubans de trois à quatre centimètres de large. Ils sont grattés délicatement au moyen du bord poli d'une coquille de palourde ou d'un petit couteau afin d'en enlever la pulpe. Les rubans de deux mètres de long obtenus sont mis à sécher au soleil puis divisés chacun en filaments minces d'environ un à deux millimètres de largeur. Concernant la fibre d'hibiscus, le tisserand épluche l'écorce fibreuse des branches puis met à tremper l'écorce pendant plusieurs jours, lestée de pierres, dans un trou rempli d'eau de mer sur la partie plate du récif de l'île, ou plus récemment, dans des bassins en béton, jusqu'à ce que la fibre puisse être séparée de l'écorce. Pour les fibres de bananier comme pour les fibres d'hibiscus, les brins individuels sont noués ensemble de bout en bout pour former des fils.	4335	yes
Peu de temps après, Newton se rend dans sa ville natale et est choqué de voir que sa maison est habitée. Quand il découvre ce que Gwen a fait, il est d'abord furieux, mais il voit bientôt le potentiel du fait qu'elle soit là. Gwen commence à créer toutes sortes d'opportunités pour Newton : rétablir sa relation avec ses parents, l'aider dans sa carrière en se liant d'amitié avec son patron et en soulignant son talent méconnu, et aussi de rendre Becky jaloux. Newton et Gwen arrivent à un accord dans lequel Gwen aidera Newton à gagner Becky, et en retour, elle aura tous les meubles de la maison. Conséquence de leur temps passé ensemble : Newton commence à compter davantage sur Gwen au-delà de leur accord, et Gwen commence à se sentir attaché à sa vie avec Newton. Il devient également clair que Gwen est devenue une menteuse compulsive afin d'échapper à ce qu'elle estime être un milieu inadéquat, et qu'elle a « changé » sa vie à de nombreuses reprises. 	4352	yes
Par la suite, selon les habitants de Fais, Motikitik perd son hameçon en partant de Fais pour rejoindre l'atoll d'Ulithi. Un habitant de Falalop, proche de cet atoll, le retrouve et le ramène aux îles Yap, sachant son pouvoir merveilleux, mais le perd également. Découvert par la femme d'un chef de ces îles, elle le ramène au village de Gatschapar (Gachpar dans la municipalité de Gagil) et elle l'y confie à un prêtre. Selon la tradition, connue sur plusieurs îles, si cet hameçon est perdu ou détruit, Fais est engloutie au fond de l'océan pour revenir d'où elle vient. Pour cette raison, il est dit que les gens de Fais vivent dans la peur de Yap et qu'ils souffrent de rester sous son emprise.	4308	yes
Les contes narrés dans l'atoll d'Ulithi mentionnent à plusieurs reprises Fais, indice d'échanges fréquents avec l'île. D'autres échanges ont également eu lieu avec d'autres îles. Ainsi en 1697, 29 Micronésiens ayant quitté Fais pour Lamotrek arrivent à Samar aux Philippines, poussés par une tempête. En 1963, six hommes d'Ulithi partant pour Fais sont pris dans un typhon et finissent également par débarquer à Samar. Dans ces deux cas, les marins ont pris la décision de cesser de rechercher à gagner leur destination pour se replier en un lieu sûr dont ils connaissent la localisation. Les marins utilisent des moyens mnémotechniques, basés sur l'imaginaire, et font intervenir des récifs, des îles et des étoiles. Ces récits sont adaptés par les hommes, en fonction notamment de la localisation de leur lieu de vie.	4319	yes
Cheng (1963) signale que, dans sa quête, le faisan de Lady Amherst fouille dans le gravier et retourne les cailloux au pied des massifs de bambou et même en eau peu profonde à la recherche d’insectes. Cheng et al. (1978) ajoutent que les estomacs de neuf spécimens collectés dans les provinces du Seutchouan et du Yunnan contenaient du grain, des noisettes, des graines et des gravillons. Enfin, des poussins ont été observés en train de se nourrir de framboises (Rubus sp.), d’airelles (Vaccinium spregelli) et de corroyères (Coria sinica) (Han et al. 1989).	4387	yes
En tant que forêt domaniale, l’administration de la Faisanderie est confiée à l’Office national des forêts.  Il n’y a pas d’équipement en forêt pour l’accueil du public .À l’extrémité occidentale du massif classé, la forêt est coupée par la tranchée routière de la D 1404  dont l’accès est protégé par des grillages sur toute la longueur de la route de contournement de Saverne et d’accès au péage de l’autoroute A4, sortie no 45. Formant pratiquement un rectangle, le massif forestier sans cours d’eau est bordé sur tous les côtés par des routes départementales :	4428	yes
Entre les années 1950 et 1980 Taiwan est passée pratiquement de l’âge de la féodalité à l’ère de l’électronique. Un tel développement économique associé à un système agraire beaucoup plus productif, sur fond de démographie sans cesse croissante et d’urbanisation galopante, ne pouvaient avoir que des répercussions néfastes sur la faune et la flore. Taiwan a effectivement préservé plus de 50 % de sa couverture forestière mais présente, en même temps, l’une des densités de population les plus élevées du monde avec plus de 450 habitants au km². En outre, les plaines et les collines du nord, de l’ouest et du sud de l’île ont été intensément cultivées (riz, canne à sucre, bananier), urbanisées et sillonnées de nombreuses routes. Puis d’autres routes ont été construites dans les forêtsd’altitude et l’on sait que la construction de telles voies d’accès sont souvent une porte ouverte aux braconniers et autres piégeurs. Madge et McGowan (2002) et Birdlife International (2004) attribuent à cette espèce le statut de « bientôt menacé ». Bridgman (1993), qui a consacré une thèse d’université au faisan mikado, a fait une estimation à 10 000 oiseaux dans le parc de Yushan.	4411	no
Sybile Moulin, dans sa thèse (2003), a étudié la validité de ces sous-espèces par des études morphologiques, génétiques et biogéographiques. D’après les analyses morphologiques, elle distingue trois groupes : celui du nord, nycthemera et fokiensis ; celui du sud, lewisi, annamensis, engelbachi et beli ; un groupe intermédiaire constitué de rufipes, jonesi, occidentalis, ripponi et beaulieui. Elle ne se prononce pas sur omeiensis et rongjiangensis faute d’échantillons. L’analyse moléculaire ne fait ressortir que deux clades : l’un situé à l’est du fleuve rouge (nycthemera, fokiensis, berliozi et whiteheadi), l’autre situé à l’ouest (rufipes, jonesi, occidentalis, ripponi, beaulieui, lewisi, annamensis et engelbachi). Les autres formes n’ont pas été analysées faute d’échantillons utilisables. Finalement, elle ne conserve que les sous-espèces nycthemera (incluant nycthemera et fokiensis) ; rufipes (regroupant rufipes, jonesi, ripponi, beaulieui, occidentalis) ; annamensis (incluant annamensis et engelbachi) ; et whiteheadi. Elle garde également beli, rongjiangensis et omeiensis, au bénéfice du doute, faute d’échantillons suffisants.	4372	yes
Dipan a été brutalement tué par un groupe de fondamentalistes religieux présumés dans l'après-midi du 31 octobre 2015, alors qu'il travaillait seul dans son bureau au supermarché Aziz à Dacca. Son corps a été retrouvé dans une flaque de sang par les autorités locales du marché, son père, qui a dû entrer par effraction dans le bureau de Jagriti Prokashony laissé fermé de l'intérieur par les meurtriers. Il avait plusieurs marques de blessures par des armes tranchantes comme des machettes. Dipan a été déclaré mort dès que son corps a été transporté d'urgence à l'hôpital voisin,,.	4367	no
L’espèce est considérée comme « franchement florissante dans les habitats favorables » par Madge & McGowan (2002) avec une estimation des effectifs à plusieurs dizaines de milliers d’oiseaux. Néanmoins, Fuller et Garson (2000) la considèrent comme presque menacée. La cause principale de sa raréfaction est la destruction de son habitat entraînant une fragmentation des populations. Il convient d’ajouter que des peaux sont vendues comme articles d’ornement sur les marchés chinois et que des sujets vivants, en cage, sont également offerts à la vente sur les marchés alimentaires traditionnels (Howman 1993).	4390	yes
L'archéologue Michiko Intoh propose à la fin des années 1990 deux hypothèses. La première, qui a la faveur de la scientifique, est un déplacement depuis les îles Yap, à la lueur des vestiges archéologiques, d'un petit groupe humain qui adopte dans un second temps un langage venant de l'est, d'une nature totalement différente de celui de Yap. Une deuxième hypothèse, basée sur l'étude linguistique, propose une provenance depuis l'est du Pacifique des premières populations qui s'intègrent à des réseaux d'échanges avec les îles Yap. La première hypothèse ne convainc pas Paul Rainbird qui, en 2004, remarque que Fais est occupée bien après les îles voisines situées à l'ouest. Il pense que l'arrivée précoce des hommes à Fais tient à ce que la très grande majorité des atolls plus à l'est, qui ne sont occupés que quelques centaines d'années plus tard, n'étaient pas encore suffisamment émergés pour accueillir une population humaine. Quelques années plus tard, en 2011, Michiko Intoh ne propose plus qu'un mouvement humain en provenance de l'est conformément à l'approche linguistique, le mobilier archéologique témoignant des échanges avec l'ouest. Une étude des dermatoglyphes parue en 1972 n'a pas permis de distinguer des autres populations d'Océanie les populations d'Ulithi et de Fais, associées dans un même groupe par les chercheurs car partageant la même langue.	4309	yes
Après la mort, le corps n'est jamais autopsié. Le défunt est accompagné d'une multitude de cadeaux en tissu achetés par les membres de sa famille : des tapis tressés, des tissus fabriqués sur des métiers à tisser, des couvertures ou draps achetés en magasin. Ils accompagnent le corps comme objets funéraires ou pour envelopper le corps, ou sont remis à la famille. Le machi, marque de l'amour portée par une femme, une sœur ou une fille, est le plus apprécié des tissus funéraires et peut être réalisé par anticipation pour des parents âgés afin d'être disponible à temps,,. Au début du XXe siècle, le corps était partiellement peint avec du curcuma. Lors de l'enterrement, la filiation généalogique des personnes présentes est énumérée. La tombe peut être gardée pendant trois jours pour vérifier que l'esprit du mort est bien sur place et communiquer avec lui. Les biens du défunt qui n'ont pas été détruits ou récupérés avant la mort sont brûlés pour éviter que l'esprit reste près de sa maison. La famille reste quatre jours sans sortir de la maison endeuillée. La culture de quelques champs de taro du défunt peut être suspendue durant six mois en signe de respect. Le nom du défunt n'est plus prononcé jusqu'à ce qu'il soit donné à un nouveau-né de la famille en qui il est espéré retrouver le caractère de son homonyme.	4349	yes
Après la mise en place à partir de 2013 d'un régime autoritaire par le président Abdulla Yameen, élu en 2013, et l'invalidation de la candidature de l’ancien président déchu Mohamed Nasheed par la commission électorale, Ibrahim Mohamed Solih est désigné candidat du Parti démocrate pour l'élection présidentielle de 2018. Il est à la tête d'une coalition hétéroclite d'opposition. Celle-ci se compose du PDM, de la faction pro-Gayoom du PPM, du Parti républicain et du Parti de la justice. Solih prend alors Naseem comme colistier. Les médias ne couvrent pas la campagne électorale du binôme d'opposition, de crainte de représailles.	4368	yes
Elle est assez similaire à celle du faisan doré. En parade nuptiale, le mâle, collerette ouverte, poursuit inlassablement la femelle en courant, parfois même en sautant. Une fois arrivé à son niveau, il déploie au maximum le côté de sa collerette orienté vers elle, abaisse les ailes pour dévoiler son croupion gonflé et écarte légèrement la queue, mettant en valeur les larges rectrices bordées des sus-caudales rouge orangé. Tant que la femelle reste immobile (elle est souvent occupée à se nourrir) il garde cette posture mais en cas de fuite, il la poursuit à nouveau avec empressement, tourne sans cesse autour d’elle et tente de lui barrer le passage pour exhiber à nouveau sa collerette en éventail. Si elle s’enfuit à nouveau, il se retourne brusquement et répète son manège dans l’autre sens. Parfois il tente de poser une patte sur le dos de la poule ou de lui griffer les flancs jusqu’à ce qu’elle cède en adoptant une attitude de soumission provoquant immédiatement l’accouplement. La copulation terminée, il lance un bref sifflement d’excitation (Hennache & Ottaviani 2006).	4388	yes
L'île compte en 1909 un total de 34 familles, chiffre identique en 2007,. Chacun des trois villages compte dix familles ou plus comprenant de 3  à   15 membres. Les familles, agnatiques et patrilocales, possèdent généralement de trois à cinq bâtiments. Cet ensemble de constructions est désigné par le terme bogota également employé pour nommer la famille et les parcelles de terrain de premier niveau. La famille rassemble plusieurs frères ou agnats, leurs femmes —  qui conservent leurs droits sur l'héritage de leurs parents — et les enfants non mariés,, auxquels peut s'ajouter un parent veuf. Le statut de chaque personne dépend des biens patrilocaux. Avant la colonisation, les familles possédaient des connaissances spécialisées dans un domaine comme les rituels magiques associés à certaines techniques de pêche ou d'agriculture, la construction de canoë, la direction des danses, le tissage du machi. Les familles occupant un rang principal, c'est-à-dire la moitié d'entre elles, devaient chaque année fournir une variété spéciale de machi, le mmul au chef unique de l'île. Celui-ci le déposait sur une étagère aux esprits pendant quatre jours en offrande aux ancêtres avant de le ranger soigneusement.	4340	yes
La ville a été parfois touchée par des attentats à la bombe dans le cadre du conflit armé du Nord-Ouest du Pakistan qui a conduit à la recrudescence des attentats dans le pays, surtout depuis 2007. La ville de Faisalabad est relativement peu touchée en comparaison des autres grandes villes du pays. L'attaque la plus violente a lieu le 8 mars 2011 et coûte la vie à près de trente personnes. L'attaque visait une station essence située près de bâtiments de l'administration. Ces derniers n'ont pas été touchés mais l'explosion a provoqué d'importants dégâts, notamment à des locaux de la Pakistan International Airlines.	4371	yes
Dans la première année de ses activités commerciales, Jagriti avait réussi à faire paraître douze publications, dont l'œuvre acclamée par la critique, « Ami Birangona Bolchhi » (En tant qu'héroïne de guerre, je parle) de Nilima Ibrahim, qui raconte les histoires de femmes et de filles bengalies violées et torturées par des soldats pakistanais et leurs collaborateurs pendant la guerre de libération du Bangladesh en 1971. Le livre documente l'expérience horrible de la survie de ces femmes et filles dans les camps militaires pakistanais et jette un regard critique sur la structure sociale qu'elles ont eu du mal à retrouver après la fin de la guerre.	4366	yes
Le 30 mai 2015, SM Entertainment annonce que le groupe publiera son premier single japonais intitule Summer Special Pinocchio / Hot Summer, le 22 juillet 2015. Le single contiendra Pinocchio et Hot Summer et ne devrait pas avoir de nouvelles chansons,. Toutefois, le DVD contiendra les clips videos de ces deux chansons. Lors de l’evenement tenu a Osaka, pour la sortie du single, seules Krystal, Luna et Amber etaient presentes,. Victoria etait absente due a sa sante, ses ac. 	9	no
L'île est positionnée à l'extrémité ouest de la plaque des Carolines, de mouvement ouest-nord-ouest, et qui se dirige vers la plaque philippine au bord oriental de laquelle sont situées les îles Yap. Fais est apparue à la suite de la rencontre entre ces plaques au Cénozoïque ancien, peut-être plus précisément durant le Miocène, il y a environ 24 millions d'années. Les scientifiques ne savent pas si les deux plaques sont toujours en collision ou si la plaque des Carolines a commencé à passer au-dessous de celle des Philippines. L'île est localisée sur la partie nord de la dorsale des Carolines, séparée de la partie sud par la fosse océanique de Sorol.	4297	yes
Durant la guerre de Sécession, une diligence nordiste est attaquée par trois soldats sudistes. Les passagers sont tués. Ignorant que les hostilités étaient sur le point de prendre fin, Tom Dooley et ses deux camarades sont alors devenus des assassins. Voulant échapper à la potence, Dooley prend la fuite en entraînant la jolie Laura Foster dont il est amoureux. Mais la jeune femme est également courtisée par Charlie Grayson. Celui-ci se joint aux militaires et civils pour appréhender les trois fugitifs et surtout se débarrasser de son rival en amour...	4362	yes
D'abord baptise F-Zero 64, le jeu a ete revele par le magazine Famitsu a la mi-1997. Plusieurs programmeurs de Wave Race 64, dont le programmeur principal, ont fait partie de l'equipe de developpement de F-Zero X,. Le public a pu tester le titre pour la premiere fois au Nintendo Space World de novembre 1997,. D'apres GameSpot, F-Zero X est devenu le premier jeu de course a fonctionner a 60 images par seconde, avec jusqu'a 30 vehicules a l'ecran. Cependant, pour garantir cette fluidite, Nintendo a du sacrifier le nombre de polygones par vehicule, la qualite des textures et le detail des circuits. La sortie nord-americaine de F-Zero X a ete retardee de trois mois en raison de la politique de Nintendo of America qui etait d'espacer uniformement les sorties de jeux Nintendo. Le titre etait concu pour etre compatible avec le Nintendo 64DD, mais cette fonctionnalite ne fut pas exploitee en dehors du Japon a cause de l'echec commercial du 64DD.	40	yes
En hiver il fréquente les zones basses, découvertes le long des fleuves, en bordure de forêts caduques, ou encore les cultures. Au printemps il gagne les forêts caduques de moyenne altitude, de préférence en lisière, et en été il reste dans les forêts mixtes à strate arbustive basse. Différentes analyses réalisées sur plusieurs sites ont démontré la constance de ces exigences. Les faisans dorés vivent à plus basse altitude que le faisan de Lady Amherst ; ils dépassent rarement 1 500 m alors que le second atteint 3 000 m.	4400	yes
L'utilisation du boost et des attaques est differente selon les opus successifs. Les episodes puristes (F-Zero, F-Zero Grand Prix 2 ou BS F-Zero et F-Zero Maximum Velocity) permettent de booster une seule fois par tour effectue. Lors de l'enclenchement du boost le vaisseau depasse sa vitesse maximale normale pendant 5 secondes puis ralentit. Tous les autres episodes permettent de booster a volonte des le debut du deuxieme tour. Le boost est alors une franche acceleration de courte duree. Toutefois chaque coup de boost entame la barre d'energie. Celle-ci peut alors se recharger en pilotant dans les zones de recharges qui sont signifiees par des barres colorees se trouvant sur le circuit.	27	yes
La saison 5 comprend 8 épisodes, elle est tournée pour l'essentiel à Sèvres d'avril à août 2012 ; plusieurs scènes ont, par ailleurs, été tournées au Québec. Sa diffusion a débuté le mercredi 7 novembre 2012 sur France 2. Dans cette saison Fabienne Lepic part au Québec pour représenter sa municipalité trois semaines durant. Renaud Lepic se rapproche de Tatiana, à tel point qu'en rentrant du Québec sa femme croit qu'il a eu une aventure avec elle. Il devient numéro 1 de chez Binet, d'abord par intérim puis de manière définitive mais il se rendra compte que ce poste n'est pas fait pour lui. Les relations de Tiphaine et Christophe sont compliquées : dans le premier épisode, Christophe rompt avec Tiphaine lors des fiançailles à la médiévale...	4358	yes
Felice Della Pietà est un homme modeste et peu fortuné qui a épousé en secondes noces Adelaide. Ils élèvent Veronica née du premier mariage de Felice avec Silvia qui s'est suicidée, noyée dans un fleuve. Felice qui ne s'est pas résigné de la perte de Silvia retourne où celle-ci s'est suicidée et commence à parler à sa tombe. D'une façon tout à fait inattendue, Silvia réapparaît et lui révèle avoir mis sa disparition en scène afin de le quitter, car lassée par sa vie miséreuse et simple avec Felice à Venise. Elle a décidé néanmoins de revenir par amour pour Felice.	4363	yes
F-Zero est une serie de jeu de course futuriste, tres populaires dans la galaxie, mettant en scene des vehicules extremement rapides levitant a quelques centimetres au-dessus du sol et disputant des Grand Prix ou tous les coups sont permis sur des circuits aux traces complexes. La competition de F-Zero se deroule dans un univers fictif (incluant la Terre et la ville de New York rebaptisee Mute City) prenant place au XXVIIe siecle (annees 2560) et succede aux Grand Prix F-Max. Le personnage principal, Captain Falcon, deviendra plus tard une des figures emblematiques de l'univers Nintendo	25	yes
On distingue généralement les faisanderies sauvages des faisanderies d’élevage. Les faisans sont soit sauvages, soit domptés et dociles. Le terme utilisé dans les anciens actes germanophones pour Saverne parlent clairement d’une « wilde Fasanerie », donc sauvage. Le faisandier ne s’immisce pas trop dans la vie des faisans qui sont pour une grande part  livrés à eux-mêmes. En revanche, il doit veiller à écarter les prédateurs naturels des volatiles. C’est là sa tâche principale. Le faisandier cumule les casquettes car il est le plus souvent attaché au  service des forêts. Dans le domaine de chasse épiscopal de Saverne, il porte le titre de « brigadier-forestier  de la forêt de la Faisanderie »La faisanderie épiscopale répondait  aux critères   de rentabilité qu’on attend d’un tel domaine de chasse à tir :	4425	no
Inspirée de faits réels, vécus, chaque jour, par des millions de parents et d’enfants, cette série, tournée dans des décors naturels à la manière d’un « docu-soap », suit le quotidien de deux familles déjantées pendant toute une année scolaire. Lepic ou Bouley, ils sont des parents immatures, névrosés et angoissés par leurs responsabilités.De la rentrée des classes, en passant par l'arrivée des poux, le week-end chez papi et mamie, le choix des activités, l'arrivée des premiers bulletins scolaires, la drogue, la classe verte, etc. : dur, dur d'être parents !	4356	no
L'eau potable est préférentiellement fournie par les noix de coco, mais l'eau de pluie tombant sur les toits des bâtiments est également récupérée à cet effet et stockée dans des réservoirs. Une noix de coco a une contenance d'environ 300 ml d'eau chargée d'électrolytes et un habitant en consomme trois à cinq par jour. Il peut compléter cet apport en eau et en nutriments en mangeant des papayes, des citrons ou autres productions d'arbres fruitiers. Outre pour la consommation humaine, l'eau de pluie est également employée pour la cuisine, la vaisselle, la lessive et le rinçage après les bains de mer. Le bord de mer sert pour le lavage du corps et l'élimination des déchets humains, il n'y a donc pas de douche ou de toilettes. L'eau de pluie stockée dans les réservoirs est très peu utilisée pour l'agriculture et seulement pour l'alimentation des porcs.	4327	yes
Les critiques s'accordent generalement a dire que F-Zero est desormais un standard des jeux de courses et qu'il est l'une des principales references a l'origine du sous-genre des jeux de courses futuristes. Le titre a ete loue par les critiques pour son gameplay rapide et difficile, son grand nombre de circuits, et l'utilisation du Mode 7. Cette technique de rendu graphique representait a l'epoque un accomplissement technologique innovant rendant les jeux de courses plus realistes, le premier d'entre eux etant F-Zero. Le titre a par consequent revigore le genre et inspire la creation de nombreux jeux de courses. Les critiques retrospectives sur le jeu font valoir qu'il aurait gagne a beneficier d'un mode multijoueur.	30	yes
L'île ne possède pas de gisements d'argile et les céramiques nécessaires aux activités culinaires ont donc été importées. Les fouilles ont fourni, dès les niveaux les plus anciens, de nombreux tessons de céramique fabriquée aux îles Yap et quelques tessons de céramique des Palaos résultant peut-être d'échanges avec Yap. L'évolution dans le temps des types de céramique produits aux îles Yap est identique à celle observée à Fais, démontrant des contacts très rapprochés,,,. Les fouilles ont également mis au jour des pierres en schiste vert en provenance des îles Yap. Elles étaient probablement utilisées, après chauffe, pour faire bouillir l'eau. Des herminettes obtenues avec une coquille du genre Tridacna sont attestées depuis l'origine de l'occupation humaine. Celles en coquille du genre Cassis sont connues à partir de 800. Des tiges de leurre de pêche à la traîne et des hameçons en os ou en carapace de tortue ont pour certains été fabriqués sur place. D'autres datés entre 450 et 750 et entre 1050 et 1400 proviennent des îles Salomon ou des îles Marshall. Des ornements — un bracelet et un pendentif — en coquillage majoritairement du genre Tridacna, mais aussi des genres Cassis et Spondylus ont été retrouvés, de même que des fragments de carapace de tortue travaillés, des dents de requin percées, des ossements d'oiseaux consommés, etc., et, dans un niveau daté entre 1000 et 1200, de la gomme d'un arbre courant aux Philippines,.	4310	no
En matière de mesures de conservation, il serait souhaitable d’accorder le statut de zone protégée aux sites occupés par le faisan d’Elliot et de recenser annuellement ses populations. Il serait, en outre, important de mener une étude approfondie afin de déterminer ses exigences écologiques dans les différents types de forêts fréquentés. La législation chinoise devrait aussi être renforcée pour éviter le braconnage et le bûcheronnage illégal dans les zones protégées. Le Pheasant Specialist Group recommande aussi que la population captive soit gérée de façon optimale afin de maintenir une certaine diversité génétique.	4378	yes
La gestion des forêts publiques en Alsace est basée sur des schémas régionaux d'aménagement forestier en faveur de la biodiversité. Outre les actions ordinaires visant à conserver une trame intraforestière de vieux bois, l’accent est mis sur la création d'Îlots de vieillissement et de sénescence. Des îlots de vieillissement ont été créés dans la forêt de la Faisanderie au moment du déclassement de forêt de protection d’une partie de la forêt pour permettre l’extension du site industriel de l’entreprise « Kuhn 2 » . Des panneaux informent les promeneurs qu’« en contrepartie de l’autorisation de défricher le site de la Faisanderie pour l’extension de l’entreprise KUHN, des engagements forts ont été pris par la Communauté de Communes de la région de Saverne, pour le maintien des espaces forestiers. Ces engagements se traduisent par la création de boisement de compensation (25 ha), le maintien d’une bande boisée autour du site de la Faisanderie, le classement en Forêt de Protection du reste du massif plus de 500 ha et la création de trois îlots de vieillissement (plus de 6 ha) ».	4422	yes
Le 1er janvier 1528, une expédition espagnole dirigée par Álvaro de Saavedra s'arrête sur un groupe d'îles qu'il nomme las Islas de los Reyes (les « îles des Rois Mages » en français). Cet ensemble correspondrait aux îles Yap et à Fais,. Cette identification n'est pas partagée par Paul Rainbird qui attribue la première visite de Fais, quatorze ans plus tard, le 22 ou 23 janvier, à l'espagnol Ruy López de Villalobos qui y est accueilli en espagnol par des insulaires : la population locale s'approche des navires dans des canots et salue les marins avec des « Buenos días matelotes, ! » Cela pourrait être la résultante de la visite antérieure d'Álvaro de Saavedra ou de contacts avec des navires espagnols en provenance des Philippines,,. En 1808 ou 1809, le commerçant espagnol Jose Maria Fernandez qui souhaite atteindre les Palaos pour s'y fournir en holothuries arrive à Fais par erreur. Par la suite, l'expédition de l'explorateur Otto von Kotzebue, en 1815-1817, avec à son bord Adelbert von Chamisso y débarque, alors que Jules Dumont d'Urville qui arrive en vue de cette terre le 1er janvier 1828 ne fait que passer à proximité. Il la nomme Astrolabe avant de lui attribuer le nom de Feis, renseigné par le capitaine Lütcke que les insulaires l'appellent ainsi. En août de la même année, Louis Legoarant de Tromelin l'observe,.	4314	yes
